,Pos,Sense1,Sense2,Merge
620,v,begin#v#05,begin#v#02,merged
621,v,begin#v#05,begin#v#04,not-merged
622,v,begin#v#05,get_down#v#07,not-merged
623,v,begin#v#05,begin#v#07,not-merged
624,v,begin#v#02,begin#v#04,not-merged
625,v,begin#v#02,get_down#v#07,not-merged
626,v,begin#v#02,begin#v#07,not-merged
627,v,begin#v#04,get_down#v#07,not-merged
628,v,begin#v#04,begin#v#07,not-merged
629,v,get_down#v#07,begin#v#07,not-merged
630,v,leave#v#02,leave#v#04,not-merged
631,v,leave#v#02,leave#v#08,not-merged
632,v,leave#v#02,leave#v#06,not-merged
633,v,leave#v#02,leave#v#07,not-merged
634,v,leave#v#02,leave#v#11,not-merged
635,v,leave#v#02,leave#v#03,not-merged
636,v,leave#v#02,leave#v#01,not-merged
637,v,leave#v#04,leave#v#08,not-merged
638,v,leave#v#04,leave#v#06,not-merged
639,v,leave#v#04,leave#v#07,not-merged
640,v,leave#v#04,leave#v#11,not-merged
641,v,leave#v#04,leave#v#03,not-merged
642,v,leave#v#04,leave#v#01,not-merged
643,v,leave#v#08,leave#v#06,not-merged
644,v,leave#v#08,leave#v#07,not-merged
645,v,leave#v#08,leave#v#11,not-merged
646,v,leave#v#08,leave#v#03,not-merged
647,v,leave#v#08,leave#v#01,not-merged
648,v,leave#v#06,leave#v#07,not-merged
649,v,leave#v#06,leave#v#11,not-merged
650,v,leave#v#06,leave#v#03,not-merged
651,v,leave#v#06,leave#v#01,not-merged
652,v,leave#v#07,leave#v#11,not-merged
653,v,leave#v#07,leave#v#03,not-merged
654,v,leave#v#07,leave#v#01,not-merged
655,v,leave#v#11,leave#v#03,not-merged
656,v,leave#v#11,leave#v#01,not-merged
657,v,leave#v#03,leave#v#01,not-merged
658,v,see_through#v#01,see_through#v#02,not-merged
659,v,call#v#03,call#v#19,not-merged
660,v,call#v#03,call#v#13,not-merged
661,v,call#v#03,call#v#04,not-merged
662,v,call#v#03,call#v#02,not-merged
663,v,call#v#03,call#v#07,not-merged
664,v,call#v#03,call#v#25,not-merged
665,v,call#v#03,call#v#09,not-merged
666,v,call#v#03,call#v#16,not-merged
667,v,call#v#03,call#v#15,not-merged
668,v,call#v#19,call#v#13,not-merged
669,v,call#v#19,call#v#04,not-merged
670,v,call#v#19,call#v#02,not-merged
671,v,call#v#19,call#v#07,not-merged
672,v,call#v#19,call#v#25,not-merged
673,v,call#v#19,call#v#09,not-merged
674,v,call#v#19,call#v#16,not-merged
675,v,call#v#19,call#v#15,not-merged
676,v,call#v#13,call#v#04,not-merged
677,v,call#v#13,call#v#02,not-merged
678,v,call#v#13,call#v#07,not-merged
679,v,call#v#13,call#v#25,not-merged
680,v,call#v#13,call#v#09,not-merged
681,v,call#v#13,call#v#16,not-merged
682,v,call#v#13,call#v#15,not-merged
683,v,call#v#04,call#v#02,merged
684,v,call#v#04,call#v#07,not-merged
685,v,call#v#04,call#v#25,not-merged
686,v,call#v#04,call#v#09,not-merged
687,v,call#v#04,call#v#16,not-merged
688,v,call#v#04,call#v#15,not-merged
689,v,call#v#02,call#v#07,not-merged
690,v,call#v#02,call#v#25,not-merged
691,v,call#v#02,call#v#09,not-merged
692,v,call#v#02,call#v#16,not-merged
693,v,call#v#02,call#v#15,not-merged
694,v,call#v#07,call#v#25,not-merged
695,v,call#v#07,call#v#09,not-merged
696,v,call#v#07,call#v#16,not-merged
697,v,call#v#07,call#v#15,not-merged
698,v,call#v#25,call#v#09,not-merged
699,v,call#v#25,call#v#16,not-merged
700,v,call#v#25,call#v#15,not-merged
701,v,call#v#09,call#v#16,not-merged
702,v,call#v#09,call#v#15,not-merged
703,v,call#v#16,call#v#15,not-merged
704,n,law#n#04,law#n#03,not-merged
705,v,turn_out#v#03,turn_out#v#02,not-merged
706,v,turn_out#v#03,turn_out#v#04,not-merged
707,v,turn_out#v#02,turn_out#v#04,not-merged
708,v,treat#v#08,treat#v#05,not-merged
709,v,treat#v#08,treat#v#03,not-merged
710,v,treat#v#08,treat#v#01,not-merged
711,v,treat#v#05,treat#v#03,not-merged
712,v,treat#v#05,treat#v#01,not-merged
713,v,treat#v#03,treat#v#01,not-merged
714,s,fine#s#05,fine#s#02,not-merged
715,s,fine#s#05,fine#s#04,not-merged
716,s,fine#s#05,fine#s#06,not-merged
717,s,fine#s#02,fine#s#04,merged
718,s,fine#s#02,fine#s#06,not-merged
719,s,fine#s#04,fine#s#06,not-merged
720,n,bar#n#03,bar#n#02,not-merged
721,n,bar#n#03,bar#n#08,not-merged
722,n,bar#n#03,bar#n#07,not-merged
723,n,bar#n#03,bar#n#05,not-merged
724,n,bar#n#02,bar#n#08,not-merged
725,n,bar#n#02,bar#n#07,not-merged
726,n,bar#n#02,bar#n#05,not-merged
727,n,bar#n#08,bar#n#07,not-merged
728,n,bar#n#08,bar#n#05,not-merged
729,n,bar#n#07,bar#n#05,not-merged
730,v,work#v#16,work#v#03,not-merged
731,v,work#v#16,work#v#09,not-merged
732,v,work#v#16,work#v#05,not-merged
733,v,work#v#16,work#v#01,not-merged
734,v,work#v#16,work#v#02,not-merged
735,v,work#v#16,work#v#08,not-merged
736,v,work#v#16,work#v#21,not-merged
737,v,work#v#16,work#v#10,not-merged
738,v,work#v#03,work#v#09,not-merged
739,v,work#v#03,work#v#05,not-merged
740,v,work#v#03,work#v#01,not-merged
741,v,work#v#03,work#v#02,not-merged
742,v,work#v#03,work#v#08,not-merged
743,v,work#v#03,work#v#21,not-merged
744,v,work#v#03,work#v#10,not-merged
745,v,work#v#09,work#v#05,not-merged
746,v,work#v#09,work#v#01,not-merged
747,v,work#v#09,work#v#02,not-merged
748,v,work#v#09,work#v#08,not-merged
749,v,work#v#09,work#v#21,not-merged
750,v,work#v#09,work#v#10,not-merged
751,v,work#v#05,work#v#01,not-merged
752,v,work#v#05,work#v#02,not-merged
753,v,work#v#05,work#v#08,not-merged
754,v,work#v#05,work#v#21,not-merged
755,v,work#v#05,work#v#10,not-merged
756,v,work#v#01,work#v#02,merged
757,v,work#v#01,work#v#08,not-merged
758,v,work#v#01,work#v#21,not-merged
759,v,work#v#01,work#v#10,not-merged
760,v,work#v#02,work#v#08,not-merged
761,v,work#v#02,work#v#21,not-merged
762,v,work#v#02,work#v#10,not-merged
763,v,work#v#08,work#v#21,not-merged
764,v,work#v#08,work#v#10,not-merged
765,v,work#v#21,work#v#10,not-merged
766,n,facility#n#05,facility#n#04,merged
767,n,facility#n#05,facility#n#01,not-merged
768,n,facility#n#04,facility#n#01,not-merged
769,v,work_out#v#05,work_out#v#02,not-merged
770,n,circuit#n#01,circuit#n#03,not-merged
771,n,circuit#n#01,circuit#n#04,not-merged
772,n,circuit#n#03,circuit#n#04,not-merged
773,v,hold#v#18,hold#v#08,not-merged
774,v,face#v#05,face#v#04,not-merged
775,v,face#v#05,face#v#09,not-merged
776,v,face#v#04,face#v#09,not-merged
777,n,post#n#04,post#n#09,not-merged
778,n,post#n#04,post#n#01,not-merged
779,n,post#n#04,post#n#11,not-merged
780,n,post#n#09,post#n#01,not-merged
781,n,post#n#09,post#n#11,not-merged
782,n,post#n#01,post#n#11,not-merged
783,v,dress#v#04,dress#v#16,not-merged
784,v,dress#v#04,dress#v#14,not-merged
785,v,dress#v#04,dress#v#02,merged
786,v,dress#v#04,dress#v#10,not-merged
787,v,dress#v#04,dress#v#09,not-merged
788,v,dress#v#04,dress#v#01,not-merged
789,v,dress#v#16,dress#v#14,not-merged
790,v,dress#v#16,dress#v#02,not-merged
791,v,dress#v#16,dress#v#10,not-merged
792,v,dress#v#16,dress#v#09,not-merged
793,v,dress#v#16,dress#v#01,not-merged
794,v,dress#v#14,dress#v#02,not-merged
795,v,dress#v#14,dress#v#10,not-merged
796,v,dress#v#14,dress#v#09,not-merged
797,v,dress#v#14,dress#v#01,not-merged
798,v,dress#v#02,dress#v#10,not-merged
799,v,dress#v#02,dress#v#09,not-merged
800,v,dress#v#02,dress#v#01,not-merged
801,v,dress#v#10,dress#v#09,not-merged
802,v,dress#v#10,dress#v#01,not-merged
803,v,dress#v#09,dress#v#01,not-merged
804,n,material#n#01,material#n#02,not-merged
805,n,material#n#01,material#n#03,merged
806,n,material#n#01,material#n#05,not-merged
807,n,material#n#02,material#n#03,not-merged
808,n,material#n#02,material#n#05,not-merged
809,n,material#n#03,material#n#05,not-merged
810,a,free#a#01,free#a#06,not-merged
811,a,free#a#01,free#a#02,not-merged
812,a,free#a#06,free#a#02,not-merged
813,n,green_bean#n#01,green_bean#n#02,merged
814,v,turn#v#21,turn#v#13,not-merged
815,v,turn#v#21,turn#v#20,not-merged
816,v,turn#v#21,turn#v#06,not-merged
817,v,turn#v#21,turn#v#09,not-merged
818,v,turn#v#21,turn#v#05,not-merged
819,v,turn#v#21,turn#v#19,not-merged
820,v,turn#v#21,turn#v#01,not-merged
821,v,turn#v#21,turn#v#04,not-merged
822,v,turn#v#21,turn#v#07,not-merged
823,v,turn#v#21,turn#v#24,not-merged
824,v,turn#v#13,turn#v#20,not-merged
825,v,turn#v#13,turn#v#06,not-merged
826,v,turn#v#13,turn#v#09,not-merged
827,v,turn#v#13,turn#v#05,not-merged
828,v,turn#v#13,turn#v#19,not-merged
829,v,turn#v#13,turn#v#01,not-merged
830,v,turn#v#13,turn#v#04,not-merged
831,v,turn#v#13,turn#v#07,not-merged
832,v,turn#v#13,turn#v#24,not-merged
833,v,turn#v#20,turn#v#06,not-merged
834,v,turn#v#20,turn#v#09,not-merged
835,v,turn#v#20,turn#v#05,not-merged
836,v,turn#v#20,turn#v#19,not-merged
837,v,turn#v#20,turn#v#01,not-merged
838,v,turn#v#20,turn#v#04,not-merged
839,v,turn#v#20,turn#v#07,not-merged
840,v,turn#v#20,turn#v#24,not-merged
841,v,turn#v#06,turn#v#09,not-merged
842,v,turn#v#06,turn#v#05,not-merged
843,v,turn#v#06,turn#v#19,not-merged
844,v,turn#v#06,turn#v#01,not-merged
845,v,turn#v#06,turn#v#04,not-merged
846,v,turn#v#06,turn#v#07,not-merged
847,v,turn#v#06,turn#v#24,not-merged
848,v,turn#v#09,turn#v#05,not-merged
849,v,turn#v#09,turn#v#19,not-merged
850,v,turn#v#09,turn#v#01,not-merged
851,v,turn#v#09,turn#v#04,not-merged
852,v,turn#v#09,turn#v#07,not-merged
853,v,turn#v#09,turn#v#24,not-merged
854,v,turn#v#05,turn#v#19,not-merged
855,v,turn#v#05,turn#v#01,not-merged
856,v,turn#v#05,turn#v#04,not-merged
857,v,turn#v#05,turn#v#07,not-merged
858,v,turn#v#05,turn#v#24,not-merged
859,v,turn#v#19,turn#v#01,not-merged
860,v,turn#v#19,turn#v#04,not-merged
861,v,turn#v#19,turn#v#07,not-merged
862,v,turn#v#19,turn#v#24,not-merged
863,v,turn#v#01,turn#v#04,not-merged
864,v,turn#v#01,turn#v#07,not-merged
865,v,turn#v#01,turn#v#24,not-merged
866,v,turn#v#04,turn#v#07,not-merged
867,v,turn#v#04,turn#v#24,not-merged
868,v,turn#v#07,turn#v#24,not-merged
869,n,workday#n#02,workday#n#01,not-merged
870,v,draw_up#v#02,draw_up#v#03,not-merged
871,v,draw_up#v#02,draw_up#v#05,not-merged
872,v,draw_up#v#03,draw_up#v#05,not-merged
873,v,discover#v#04,discover#v#02,not-merged
