Unnamed: 0,Pos,Sense1,Sense2,Merge,Sense1_keys,Sense2_keys,wn_oed_feature
3712,v,grant#v#6,grant#v#7,not-merged,concede%2:40:00::;yield%2:40:01::;cede%2:40:01::;grant%2:40:04::;,grant%2:40:04::;grant%2:40:04::;,1.0
3713,v,grant#v#1,grant#v#2,merged,allow%2:40:00::;grant%2:40:01::;,grant%2:40:01::;grant%2:40:01::;,1.0
3714,v,grant#v#1,grant#v#4,merged,allow%2:40:00::;grant%2:40:01::;,grant%2:40:01::;grant%2:40:01::;grant%2:40:01::;,1.0
3715,v,grant#v#1,grant#v#5,merged,allow%2:40:00::;grant%2:40:01::;,grant%2:40:01::;grant%2:40:01::;,1.0
3716,v,grant#v#1,grant#v#7,merged,allow%2:40:00::;grant%2:40:01::;,grant%2:40:01::;grant%2:40:01::;,1.0
3717,v,grant#v#2,grant#v#4,merged,award%2:40:01::;grant%2:40:03::;,grant%2:40:03::;grant%2:40:03::;grant%2:40:03::;,1.0
3718,v,grant#v#2,grant#v#5,merged,award%2:40:01::;grant%2:40:03::;,grant%2:40:03::;grant%2:40:03::;,1.0
3719,v,grant#v#2,grant#v#7,merged,award%2:40:01::;grant%2:40:03::;,grant%2:40:03::;grant%2:40:03::;,1.0
3720,v,grant#v#4,grant#v#5,merged,accord%2:40:00::;allot%2:40:00::;grant%2:40:00::;,grant%2:40:00::;grant%2:40:00::;,1.0
3721,v,grant#v#4,grant#v#7,merged,accord%2:40:00::;allot%2:40:00::;grant%2:40:00::;,grant%2:40:00::;grant%2:40:00::;,1.0
3722,v,grant#v#5,grant#v#7,merged,grant%2:40:05::;give%2:40:11::;,give%2:40:11::;give%2:40:11::;,1.0
3723,v,stem#v#1,stem#v#2,not-merged,stem%2:42:00::;,stem%2:42:00::;,1.0
3724,v,stem#v#1,stem#v#,not-merged,stem%2:42:00::;,,0.0
3725,v,stem#v#1,stem#v#4,not-merged,stem%2:42:00::;,stem%2:42:00::;,1.0
3726,v,stem#v#1,stem#v#3,not-merged,stem%2:42:00::;,stem%2:42:00::;stem%2:42:00::;stem%2:42:00::;stem%2:42:00::;,1.0
3727,v,stem#v#2,stem#v#,not-merged,stem%2:42:03::;,,0.0
3728,v,stem#v#2,stem#v#4,not-merged,stem%2:42:03::;,stem%2:42:03::;,1.0
3729,v,stem#v#2,stem#v#3,not-merged,stem%2:42:03::;,stem%2:42:03::;stem%2:42:03::;stem%2:42:03::;stem%2:42:03::;,1.0
3732,v,stem#v#4,stem#v#3,not-merged,stem%2:30:01::;,stem%2:30:01::;stem%2:30:01::;stem%2:30:01::;stem%2:30:01::;,0.0
3733,v,watch#v#5,watch#v#2,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;,0.0
3734,v,watch#v#5,watch#v#,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,,0.0
3735,v,watch#v#5,watch#v#1,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;,0.0
3736,v,watch#v#5,watch#v#3,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;,0.0
3737,v,watch#v#5,watch#v#4,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;watch_out%2:39:00::;,0.0
3738,v,watch#v#5,watch#v#6,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;,0.0
3739,v,watch#v#5,watch#v#7,not-merged,watch%2:39:01::;look_out%2:39:00::;watch_out%2:39:00::;,watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;watch_out%2:39:00::;,0.0
3740,v,watch#v#2,watch#v#,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,,0.0
3741,v,watch#v#2,watch#v#1,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,keep_an_eye_on%2:41:00::;,0.0
3742,v,watch#v#2,watch#v#3,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;,0.0
3743,v,watch#v#2,watch#v#4,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;,0.0
3744,v,watch#v#2,watch#v#6,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,keep_an_eye_on%2:41:00::;,0.0
3745,v,watch#v#2,watch#v#7,not-merged,watch%2:41:00::;observe%2:41:00::;follow%2:41:02::;watch_over%2:41:00::;keep_an_eye_on%2:41:00::;,keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;keep_an_eye_on%2:41:00::;,0.0
3751,v,watch#v#1,watch#v#3,merged,watch%2:39:00::;,watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;,1.0
3752,v,watch#v#1,watch#v#4,merged,watch%2:39:00::;,watch%2:39:00::;watch%2:39:00::;,1.0
3753,v,watch#v#1,watch#v#6,merged,watch%2:39:00::;,watch%2:39:00::;,1.0
3754,v,watch#v#1,watch#v#7,merged,watch%2:39:00::;,watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;watch%2:39:00::;,1.0
3755,v,watch#v#3,watch#v#4,merged,watch%2:39:05::;view%2:39:02::;see%2:39:03::;catch%2:39:02::;take_in%2:39:06::;,take_in%2:39:06::;take_in%2:39:06::;,0.0
3756,v,watch#v#3,watch#v#6,merged,watch%2:39:05::;view%2:39:02::;see%2:39:03::;catch%2:39:02::;take_in%2:39:06::;,take_in%2:39:06::;,0.0
3757,v,watch#v#3,watch#v#7,merged,watch%2:39:05::;view%2:39:02::;see%2:39:03::;catch%2:39:02::;take_in%2:39:06::;,take_in%2:39:06::;take_in%2:39:06::;take_in%2:39:06::;take_in%2:39:06::;take_in%2:39:06::;take_in%2:39:06::;take_in%2:39:06::;,0.0
3758,v,watch#v#4,watch#v#6,merged,watch%2:39:02::;look_on%2:39:00::;,look_on%2:39:00::;,0.0
3759,v,watch#v#4,watch#v#7,merged,watch%2:39:02::;look_on%2:39:00::;,look_on%2:39:00::;look_on%2:39:00::;look_on%2:39:00::;look_on%2:39:00::;look_on%2:39:00::;look_on%2:39:00::;look_on%2:39:00::;,0.0
3760,v,watch#v#6,watch#v#7,merged,watch%2:39:03::;,watch%2:39:03::;watch%2:39:03::;watch%2:39:03::;watch%2:39:03::;watch%2:39:03::;watch%2:39:03::;watch%2:39:03::;,1.0
3761,v,attack#v#2,attack#v#5,not-merged,attack%2:32:00::;round%2:32:11::;assail%2:32:00::;lash_out%2:32:11::;snipe%2:32:11::;assault%2:32:00::;,assault%2:32:00::;,1.0
3762,n,undertaking#n#1,undertaking#n#2,not-merged,undertaking%1:04:00::;project%1:04:00::;task%1:04:01::;labor%1:04:01::;,labor%1:04:01::;,0.0
3763,v,list#v#1,list#v#2,merged,list%2:32:00::;name%2:32:09::;,name%2:32:09::;,1.0
3764,v,list#v#1,list#v#3,merged,list%2:32:00::;name%2:32:09::;,name%2:32:09::;name%2:32:09::;,1.0
3765,v,list#v#1,list#v#4,not-merged,list%2:32:00::;name%2:32:09::;,name%2:32:09::;name%2:32:09::;,1.0
3766,v,list#v#1,list#v#5,not-merged,list%2:32:00::;name%2:32:09::;,name%2:32:09::;name%2:32:09::;,1.0
3767,v,list#v#2,list#v#3,merged,list%2:41:00::;,list%2:41:00::;list%2:41:00::;,1.0
3768,v,list#v#2,list#v#4,not-merged,list%2:41:00::;,list%2:41:00::;list%2:41:00::;,1.0
3769,v,list#v#2,list#v#5,not-merged,list%2:41:00::;,list%2:41:00::;list%2:41:00::;,1.0
3770,v,list#v#3,list#v#4,not-merged,number%2:32:01::;list%2:32:01::;,list%2:32:01::;list%2:32:01::;,1.0
3771,v,list#v#3,list#v#5,not-merged,number%2:32:01::;list%2:32:01::;,list%2:32:01::;list%2:32:01::;,1.0
3772,v,list#v#4,list#v#5,merged,list%2:38:01::;lean%2:38:07::;,lean%2:38:07::;lean%2:38:07::;,1.0
3773,n,rest#n#1,rest#n#2,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,rest%1:24:00::;rest%1:24:00::;rest%1:24:00::;rest%1:24:00::;,0.0
3774,n,rest#n#1,rest#n#,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,,0.0
3775,n,rest#n#1,rest#n#4,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,rest%1:24:00::;,0.0
3776,n,rest#n#1,rest#n#5,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,rest%1:24:00::;rest%1:24:00::;rest%1:24:00::;rest%1:24:00::;rest%1:24:00::;,0.0
3777,n,rest#n#1,rest#n#6,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,rest%1:24:00::;,0.0
3778,n,rest#n#1,rest#n#7,not-merged,remainder%1:24:00::;balance%1:24:00::;residual%1:24:00::;residue%1:24:00::;residuum%1:24:00::;rest%1:24:00::;,rest%1:24:00::;,0.0
3779,n,rest#n#2,rest#n#,not-merged,rest%1:04:00::;ease%1:04:00::;repose%1:04:00::;relaxation%1:04:00::;,,0.0
3780,n,rest#n#2,rest#n#4,not-merged,rest%1:04:00::;ease%1:04:00::;repose%1:04:00::;relaxation%1:04:00::;,relaxation%1:04:00::;,1.0
3781,n,rest#n#2,rest#n#5,not-merged,rest%1:04:00::;ease%1:04:00::;repose%1:04:00::;relaxation%1:04:00::;,relaxation%1:04:00::;relaxation%1:04:00::;relaxation%1:04:00::;relaxation%1:04:00::;relaxation%1:04:00::;,1.0
3782,n,rest#n#2,rest#n#6,not-merged,rest%1:04:00::;ease%1:04:00::;repose%1:04:00::;relaxation%1:04:00::;,relaxation%1:04:00::;,1.0
3783,n,rest#n#2,rest#n#7,not-merged,rest%1:04:00::;ease%1:04:00::;repose%1:04:00::;relaxation%1:04:00::;,relaxation%1:04:00::;,1.0
3788,n,rest#n#4,rest#n#5,not-merged,rest%1:26:00::;,rest%1:26:00::;rest%1:26:00::;rest%1:26:00::;rest%1:26:00::;rest%1:26:00::;,0.0
3789,n,rest#n#4,rest#n#6,not-merged,rest%1:26:00::;,rest%1:26:00::;,0.0
3790,n,rest#n#4,rest#n#7,not-merged,rest%1:26:00::;,rest%1:26:00::;,0.0
3791,n,rest#n#5,rest#n#6,not-merged,rest%1:26:01::;eternal_rest%1:26:00::;sleep%1:26:01::;eternal_sleep%1:26:00::;quietus%1:26:00::;,quietus%1:26:00::;,0.0
3792,n,rest#n#5,rest#n#7,not-merged,rest%1:26:01::;eternal_rest%1:26:00::;sleep%1:26:01::;eternal_sleep%1:26:00::;quietus%1:26:00::;,quietus%1:26:00::;,0.0
3793,n,rest#n#6,rest#n#7,not-merged,rest%1:06:00::;,rest%1:06:00::;,0.0
3794,v,teach#v#1,teach#v#2,merged,teach%2:32:00::;learn%2:32:00::;instruct%2:32:00::;,instruct%2:32:00::;,1.0
3795,v,climb#v#2,climb#v#1,not-merged,climb%2:38:01::;,climb%2:38:01::;climb%2:38:01::;climb%2:38:01::;climb%2:38:01::;,1.0
3796,v,climb#v#2,climb#v#3,not-merged,climb%2:38:01::;,climb%2:38:01::;climb%2:38:01::;climb%2:38:01::;climb%2:38:01::;,1.0
3797,v,climb#v#2,climb#v#5,not-merged,climb%2:38:01::;,climb%2:38:01::;,1.0
3798,v,climb#v#2,climb#v#6,not-merged,climb%2:38:01::;,climb%2:38:01::;climb%2:38:01::;climb%2:38:01::;,1.0
3799,v,climb#v#1,climb#v#3,merged,climb%2:38:00::;climb_up%2:38:00::;mount%2:38:00::;go_up%2:38:01::;,go_up%2:38:01::;go_up%2:38:01::;go_up%2:38:01::;go_up%2:38:01::;,0.0
3800,v,climb#v#1,climb#v#5,merged,climb%2:38:00::;climb_up%2:38:00::;mount%2:38:00::;go_up%2:38:01::;,go_up%2:38:01::;,0.0
3801,v,climb#v#1,climb#v#6,merged,climb%2:38:00::;climb_up%2:38:00::;mount%2:38:00::;go_up%2:38:01::;,go_up%2:38:01::;go_up%2:38:01::;go_up%2:38:01::;,0.0
3802,v,climb#v#3,climb#v#5,merged,wax%2:30:00::;mount%2:30:00::;climb%2:30:00::;rise%2:30:03::;,rise%2:30:03::;,1.0
3803,v,climb#v#3,climb#v#6,merged,wax%2:30:00::;mount%2:30:00::;climb%2:30:00::;rise%2:30:03::;,rise%2:30:03::;rise%2:30:03::;rise%2:30:03::;,1.0
3804,v,climb#v#5,climb#v#6,merged,climb%2:30:03::;,climb%2:30:03::;climb%2:30:03::;climb%2:30:03::;,1.0
3805,v,please#v#2,please#v#1,not-merged,please%2:37:01::;,please%2:37:01::;please%2:37:01::;,0.0
3806,v,please#v#2,please#v#3,not-merged,please%2:37:01::;,please%2:37:01::;,0.0
3807,v,please#v#1,please#v#3,merged,please%2:37:00::;delight%2:37:00::;,delight%2:37:00::;,1.0
3808,n,motive#n#1,motive#n#2,not-merged,motivation%1:03:00::;motive%1:03:00::;need%1:03:00::;,need%1:03:00::;need%1:03:00::;,1.0
3809,v,cite#v#1,cite#v#2,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;,1.0
3810,v,cite#v#1,cite#v#7,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;refer%2:32:01::;,1.0
3811,v,cite#v#1,cite#v#3,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;,1.0
3812,v,cite#v#1,cite#v#4,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;,1.0
3813,v,cite#v#1,cite#v#5,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;,1.0
3814,v,cite#v#1,cite#v#6,not-merged,mention%2:32:02::;advert%2:32:12::;bring_up%2:32:00::;cite%2:32:00::;name%2:32:04::;refer%2:32:01::;,refer%2:32:01::;refer%2:32:01::;refer%2:32:01::;,1.0
3815,v,cite#v#2,cite#v#7,not-merged,mention%2:32:01::;cite%2:32:01::;,cite%2:32:01::;cite%2:32:01::;cite%2:32:01::;,0.0
3816,v,cite#v#2,cite#v#3,not-merged,mention%2:32:01::;cite%2:32:01::;,cite%2:32:01::;cite%2:32:01::;,0.0
3817,v,cite#v#2,cite#v#4,not-merged,mention%2:32:01::;cite%2:32:01::;,cite%2:32:01::;cite%2:32:01::;,0.0
3818,v,cite#v#2,cite#v#5,not-merged,mention%2:32:01::;cite%2:32:01::;,cite%2:32:01::;cite%2:32:01::;,0.0
3819,v,cite#v#2,cite#v#6,not-merged,mention%2:32:01::;cite%2:32:01::;,cite%2:32:01::;cite%2:32:01::;cite%2:32:01::;,0.0
3820,v,cite#v#7,cite#v#3,not-merged,summon%2:32:00::;summons%2:32:00::;cite%2:32:07::;,cite%2:32:07::;cite%2:32:07::;,0.0
3821,v,cite#v#7,cite#v#4,not-merged,summon%2:32:00::;summons%2:32:00::;cite%2:32:07::;,cite%2:32:07::;cite%2:32:07::;,0.0
3822,v,cite#v#7,cite#v#5,not-merged,summon%2:32:00::;summons%2:32:00::;cite%2:32:07::;,cite%2:32:07::;cite%2:32:07::;,0.0
3823,v,cite#v#7,cite#v#6,not-merged,summon%2:32:00::;summons%2:32:00::;cite%2:32:07::;,cite%2:32:07::;cite%2:32:07::;cite%2:32:07::;,0.0
3824,v,cite#v#3,cite#v#4,merged,reference%2:36:00::;cite%2:36:00::;,cite%2:36:00::;cite%2:36:00::;,1.0
3825,v,cite#v#3,cite#v#5,merged,reference%2:36:00::;cite%2:36:00::;,cite%2:36:00::;cite%2:36:00::;,1.0
3826,v,cite#v#3,cite#v#6,merged,reference%2:36:00::;cite%2:36:00::;,cite%2:36:00::;cite%2:36:00::;cite%2:36:00::;,1.0
3827,v,cite#v#4,cite#v#5,merged,quote%2:32:00::;cite%2:32:02::;,cite%2:32:02::;cite%2:32:02::;,1.0
3828,v,cite#v#4,cite#v#6,merged,quote%2:32:00::;cite%2:32:02::;,cite%2:32:02::;cite%2:32:02::;cite%2:32:02::;,1.0
3829,v,cite#v#5,cite#v#6,merged,quote%2:32:02::;cite%2:32:05::;,cite%2:32:05::;cite%2:32:05::;cite%2:32:05::;,1.0
3830,v,point#v#12,point#v#13,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;,0.0
3831,v,point#v#12,point#v#1,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;point%2:30:00::;,0.0
3832,v,point#v#12,point#v#2,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;,0.0
3833,v,point#v#12,point#v#5,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;,0.0
3834,v,point#v#12,point#v#3,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;point%2:30:00::;,0.0
3835,v,point#v#12,point#v#4,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;,0.0
3836,v,point#v#12,point#v#6,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;,0.0
3837,v,point#v#12,point#v#10,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;,0.0
3838,v,point#v#12,point#v#11,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;point%2:30:00::;,0.0
3839,v,point#v#12,point#v#7,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;,0.0
3840,v,point#v#12,point#v#8,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;,0.0
3841,v,point#v#12,point#v#9,not-merged,sharpen%2:30:08::;taper%2:30:00::;point%2:30:00::;,point%2:30:00::;,0.0
3842,v,point#v#13,point#v#1,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;,0.0
3843,v,point#v#13,point#v#2,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;,0.0
3844,v,point#v#13,point#v#5,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;,0.0
3845,v,point#v#13,point#v#3,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;,0.0
3846,v,point#v#13,point#v#4,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;,0.0
3847,v,point#v#13,point#v#6,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;,0.0
3848,v,point#v#13,point#v#10,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;,0.0
3849,v,point#v#13,point#v#11,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;repoint%2:30:00::;,0.0
3850,v,point#v#13,point#v#7,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;,0.0
3851,v,point#v#13,point#v#8,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;,0.0
3852,v,point#v#13,point#v#9,not-merged,point%2:30:09::;repoint%2:30:00::;,repoint%2:30:00::;,0.0
3853,v,point#v#1,point#v#2,merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;,1.0
3854,v,point#v#1,point#v#5,merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;,1.0
3855,v,point#v#1,point#v#3,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;show%2:32:01::;,1.0
3856,v,point#v#1,point#v#4,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;,1.0
3857,v,point#v#1,point#v#6,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;,1.0
3858,v,point#v#1,point#v#10,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;,1.0
3859,v,point#v#1,point#v#11,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;show%2:32:01::;,1.0
3860,v,point#v#1,point#v#7,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;,1.0
3861,v,point#v#1,point#v#8,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;,1.0
3862,v,point#v#1,point#v#9,not-merged,indicate%2:32:03::;point%2:32:00::;show%2:32:01::;,show%2:32:01::;,1.0
3863,v,point#v#2,point#v#5,merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;,1.0
3864,v,point#v#2,point#v#3,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;point%2:42:00::;point%2:42:00::;,1.0
3865,v,point#v#2,point#v#4,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;,1.0
3866,v,point#v#2,point#v#6,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;point%2:42:00::;,1.0
3867,v,point#v#2,point#v#10,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;,1.0
3868,v,point#v#2,point#v#11,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;point%2:42:00::;,1.0
3869,v,point#v#2,point#v#7,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;,1.0
3870,v,point#v#2,point#v#8,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;,1.0
3871,v,point#v#2,point#v#9,not-merged,orient%2:42:00::;point%2:42:00::;,point%2:42:00::;,1.0
3872,v,point#v#5,point#v#3,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;,1.0
3873,v,point#v#5,point#v#4,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;,1.0
3874,v,point#v#5,point#v#6,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;signal%2:32:01::;,1.0
3875,v,point#v#5,point#v#10,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;,1.0
3876,v,point#v#5,point#v#11,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;signal%2:32:01::;,1.0
3877,v,point#v#5,point#v#7,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;,1.0
3878,v,point#v#5,point#v#8,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;,1.0
3879,v,point#v#5,point#v#9,not-merged,bespeak%2:32:01::;betoken%2:32:01::;indicate%2:32:01::;point%2:32:12::;signal%2:32:01::;,signal%2:32:01::;,1.0
3880,v,point#v#3,point#v#4,merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;,1.0
3881,v,point#v#3,point#v#6,merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;point%2:33:00::;,1.0
3882,v,point#v#3,point#v#10,merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;,1.0
3883,v,point#v#3,point#v#11,merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;point%2:33:00::;,1.0
3884,v,point#v#3,point#v#7,not-merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;,1.0
3885,v,point#v#3,point#v#8,not-merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;,1.0
3886,v,point#v#3,point#v#9,not-merged,charge%2:33:01::;level%2:33:01::;point%2:33:00::;,point%2:33:00::;,1.0
