,Pos,Sense1,Sense2,Merge
1484,v,avoid#v#1,avoid#v#2,merged
1485,v,avoid#v#1,avoid#v#3,merged
1486,v,avoid#v#1,avoid#v#4,merged
1487,v,avoid#v#2,avoid#v#3,merged
1488,v,avoid#v#2,avoid#v#4,merged
1489,v,avoid#v#3,avoid#v#4,merged
1490,v,appear#v#6,appear#v#7,not-merged
1491,v,appear#v#6,appear#v#1,not-merged
1492,v,appear#v#6,appear#v#4,not-merged
1493,v,appear#v#6,appear#v#2,not-merged
1494,v,appear#v#6,appear#v#3,not-merged
1495,v,appear#v#6,appear#v#5,not-merged
1496,v,appear#v#7,appear#v#1,not-merged
1497,v,appear#v#7,appear#v#4,not-merged
1498,v,appear#v#7,appear#v#2,not-merged
1499,v,appear#v#7,appear#v#3,not-merged
1500,v,appear#v#7,appear#v#5,not-merged
1501,v,appear#v#1,appear#v#4,merged
1502,v,appear#v#1,appear#v#2,not-merged
1503,v,appear#v#1,appear#v#3,not-merged
1504,v,appear#v#1,appear#v#5,not-merged
1505,v,appear#v#4,appear#v#2,not-merged
1506,v,appear#v#4,appear#v#3,not-merged
1507,v,appear#v#4,appear#v#5,not-merged
1508,v,appear#v#2,appear#v#3,merged
1509,v,appear#v#2,appear#v#5,merged
1510,v,appear#v#3,appear#v#5,merged
1511,n,policy#n#3,policy#n#1,not-merged
1512,n,policy#n#3,policy#n#2,not-merged
1513,n,policy#n#1,policy#n#2,merged
1514,n,partnership#n#2,partnership#n#1,not-merged
1515,n,partnership#n#2,partnership#n#3,not-merged
1516,n,partnership#n#1,partnership#n#3,merged
1517,v,file#v#2,file#v#,not-merged
1518,v,file#v#2,file#v#5,not-merged
1519,v,file#v#2,file#v#1,not-merged
1520,v,file#v#2,file#v#4,not-merged
1521,v,file#v#,file#v#5,not-merged
1522,v,file#v#,file#v#1,not-merged
1523,v,file#v#,file#v#4,not-merged
1524,v,file#v#5,file#v#1,not-merged
1525,v,file#v#5,file#v#4,not-merged
1526,v,file#v#1,file#v#4,merged
1527,n,trauma#n#1,trauma#n#2,not-merged
1528,v,affect#v#5,affect#v#4,not-merged
1529,v,affect#v#5,affect#v#1,not-merged
1530,v,affect#v#5,affect#v#2,not-merged
1531,v,affect#v#5,affect#v#3,not-merged
1532,v,affect#v#4,affect#v#1,not-merged
1533,v,affect#v#4,affect#v#2,not-merged
1534,v,affect#v#4,affect#v#3,not-merged
1535,v,affect#v#1,affect#v#2,merged
1536,v,affect#v#1,affect#v#3,merged
1537,v,affect#v#2,affect#v#3,merged
1538,v,concern#v#1,concern#v#2,not-merged
1539,v,stress#v#1,stress#v#3,not-merged
1540,v,stress#v#1,stress#v#2,not-merged
1541,v,stress#v#3,stress#v#2,not-merged
1542,v,link#v#1,link#v#2,not-merged
1543,v,link#v#1,link#v#3,not-merged
1544,v,link#v#1,link#v#4,not-merged
1545,v,link#v#2,link#v#3,merged
1546,v,link#v#2,link#v#4,merged
1547,v,link#v#3,link#v#4,merged
1548,n,type#n#2,type#n#3,not-merged
1549,n,type#n#2,type#n#4,not-merged
1550,n,type#n#2,type#n#5,not-merged
1551,n,type#n#2,type#n#1,not-merged
1552,n,type#n#2,type#n#6,not-merged
1553,n,type#n#3,type#n#4,not-merged
1554,n,type#n#3,type#n#5,not-merged
1555,n,type#n#3,type#n#1,not-merged
1556,n,type#n#3,type#n#6,not-merged
1557,n,type#n#4,type#n#5,not-merged
1558,n,type#n#4,type#n#1,not-merged
1559,n,type#n#4,type#n#6,not-merged
1560,n,type#n#5,type#n#1,not-merged
1561,n,type#n#5,type#n#6,not-merged
1562,n,type#n#1,type#n#6,merged
1563,v,compile#v#3,compile#v#1,not-merged
1564,v,compile#v#3,compile#v#2,not-merged
1565,v,compile#v#1,compile#v#2,merged
1566,n,chamber#n#2,chamber#n#1,not-merged
1567,n,chamber#n#2,chamber#n#5,not-merged
1568,n,chamber#n#2,chamber#n#3,not-merged
1569,n,chamber#n#2,chamber#n#4,not-merged
1570,n,chamber#n#1,chamber#n#5,merged
1571,n,chamber#n#1,chamber#n#3,not-merged
1572,n,chamber#n#1,chamber#n#4,not-merged
1573,n,chamber#n#5,chamber#n#3,not-merged
1574,n,chamber#n#5,chamber#n#4,not-merged
1575,n,chamber#n#3,chamber#n#4,merged
1576,v,engage#v#5,engage#v#1,not-merged
1577,v,engage#v#5,engage#v#2,not-merged
1578,v,engage#v#5,engage#v#7,not-merged
1579,v,engage#v#5,engage#v#3,not-merged
1580,v,engage#v#5,engage#v#4,not-merged
1581,v,engage#v#5,engage#v#8,not-merged
1582,v,engage#v#5,engage#v#9,not-merged
1583,v,engage#v#5,engage#v#6,not-merged
1584,v,engage#v#5,engage#v#10,not-merged
1585,v,engage#v#1,engage#v#2,merged
1586,v,engage#v#1,engage#v#7,merged
1587,v,engage#v#1,engage#v#3,not-merged
1588,v,engage#v#1,engage#v#4,not-merged
1589,v,engage#v#1,engage#v#8,not-merged
1590,v,engage#v#1,engage#v#9,not-merged
1591,v,engage#v#1,engage#v#6,not-merged
1592,v,engage#v#1,engage#v#10,not-merged
1593,v,engage#v#2,engage#v#7,merged
1594,v,engage#v#2,engage#v#3,not-merged
1595,v,engage#v#2,engage#v#4,not-merged
1596,v,engage#v#2,engage#v#8,not-merged
1597,v,engage#v#2,engage#v#9,not-merged
1598,v,engage#v#2,engage#v#6,not-merged
1599,v,engage#v#2,engage#v#10,not-merged
1600,v,engage#v#7,engage#v#3,not-merged
1601,v,engage#v#7,engage#v#4,not-merged
1602,v,engage#v#7,engage#v#8,not-merged
1603,v,engage#v#7,engage#v#9,not-merged
1604,v,engage#v#7,engage#v#6,not-merged
1605,v,engage#v#7,engage#v#10,not-merged
1606,v,engage#v#3,engage#v#4,merged
1607,v,engage#v#3,engage#v#8,merged
1608,v,engage#v#3,engage#v#9,merged
1609,v,engage#v#3,engage#v#6,not-merged
1610,v,engage#v#3,engage#v#10,not-merged
1611,v,engage#v#4,engage#v#8,merged
1612,v,engage#v#4,engage#v#9,merged
1613,v,engage#v#4,engage#v#6,not-merged
1614,v,engage#v#4,engage#v#10,not-merged
1615,v,engage#v#8,engage#v#9,merged
1616,v,engage#v#8,engage#v#6,not-merged
1617,v,engage#v#8,engage#v#10,not-merged
1618,v,engage#v#9,engage#v#6,not-merged
1619,v,engage#v#9,engage#v#10,not-merged
1620,v,engage#v#6,engage#v#10,merged
1621,n,member#n#1,member#n#2,merged
1622,v,evaluate#v#2,evaluate#v#1,not-merged
1623,v,confirm#v#3,confirm#v#4,not-merged
1624,v,confirm#v#3,confirm#v#5,not-merged
1625,v,confirm#v#3,confirm#v#1,not-merged
1626,v,confirm#v#3,confirm#v#2,not-merged
1627,v,confirm#v#4,confirm#v#5,not-merged
1628,v,confirm#v#4,confirm#v#1,not-merged
1629,v,confirm#v#4,confirm#v#2,not-merged
1630,v,confirm#v#5,confirm#v#1,not-merged
1631,v,confirm#v#5,confirm#v#2,not-merged
1632,v,confirm#v#1,confirm#v#2,merged
1633,v,form#v#2,form#v#3,not-merged
1634,v,form#v#2,form#v#6,not-merged
1635,v,form#v#2,form#v#4,not-merged
1636,v,form#v#2,form#v#5,not-merged
1637,v,form#v#2,form#v#1,not-merged
1638,v,form#v#2,form#v#7,not-merged
1639,v,form#v#3,form#v#6,not-merged
1640,v,form#v#3,form#v#4,not-merged
1641,v,form#v#3,form#v#5,not-merged
1642,v,form#v#3,form#v#1,not-merged
1643,v,form#v#3,form#v#7,not-merged
1644,v,form#v#6,form#v#4,not-merged
1645,v,form#v#6,form#v#5,not-merged
1646,v,form#v#6,form#v#1,not-merged
1647,v,form#v#6,form#v#7,not-merged
1648,v,form#v#4,form#v#5,merged
1649,v,form#v#4,form#v#1,not-merged
1650,v,form#v#4,form#v#7,not-merged
1651,v,form#v#5,form#v#1,not-merged
1652,v,form#v#5,form#v#7,not-merged
1653,v,form#v#1,form#v#7,merged
1654,n,wealth#n#1,wealth#n#2,not-merged
1655,n,wealth#n#1,wealth#n#3,not-merged
1656,n,wealth#n#1,wealth#n#4,not-merged
1657,n,wealth#n#2,wealth#n#3,not-merged
1658,n,wealth#n#2,wealth#n#4,not-merged
1659,n,wealth#n#3,wealth#n#4,merged
1660,n,consolation#n#1,consolation#n#2,merged
1661,v,stage#v#1,stage#v#2,not-merged
1662,v,stage#v#1,stage#v#,not-merged
1663,v,stage#v#2,stage#v#,not-merged
1664,n,scheme#n#1,scheme#n#2,merged
1665,n,scheme#n#1,scheme#n#5,merged
1666,n,scheme#n#1,scheme#n#3,not-merged
1667,n,scheme#n#1,scheme#n#4,not-merged
1668,n,scheme#n#2,scheme#n#5,merged
1669,n,scheme#n#2,scheme#n#3,not-merged
1670,n,scheme#n#2,scheme#n#4,not-merged
1671,n,scheme#n#5,scheme#n#3,not-merged
1672,n,scheme#n#5,scheme#n#4,not-merged
1673,n,scheme#n#3,scheme#n#4,merged
1674,n,area#n#1,area#n#2,not-merged
1675,n,area#n#1,area#n#6,not-merged
1676,n,area#n#1,area#n#3,not-merged
1677,n,area#n#1,area#n#4,not-merged
1678,n,area#n#1,area#n#5,not-merged
1679,n,area#n#2,area#n#6,not-merged
1680,n,area#n#2,area#n#3,not-merged
1681,n,area#n#2,area#n#4,not-merged
1682,n,area#n#2,area#n#5,not-merged
1683,n,area#n#6,area#n#3,not-merged
1684,n,area#n#6,area#n#4,not-merged
1685,n,area#n#6,area#n#5,not-merged
1686,n,area#n#3,area#n#4,not-merged
1687,n,area#n#3,area#n#5,not-merged
1688,n,area#n#4,area#n#5,merged
1689,n,thickness#n#1,thickness#n#2,not-merged
1690,n,thickness#n#1,thickness#n#3,not-merged
1691,n,thickness#n#1,thickness#n#4,not-merged
1692,n,thickness#n#2,thickness#n#3,not-merged
1693,n,thickness#n#2,thickness#n#4,not-merged
1694,n,thickness#n#3,thickness#n#4,not-merged
1695,n,viewpoint#n#1,viewpoint#n#2,not-merged
1696,v,satisfy#v#1,satisfy#v#2,merged
1697,v,satisfy#v#1,satisfy#v#3,merged
1698,v,satisfy#v#2,satisfy#v#3,merged
1699,v,undertake#v#1,undertake#v#2,merged
1700,v,undertake#v#1,undertake#v#5,merged
1701,v,undertake#v#1,undertake#v#3,not-merged
1702,v,undertake#v#1,undertake#v#4,not-merged
1703,v,undertake#v#2,undertake#v#5,merged
1704,v,undertake#v#2,undertake#v#3,not-merged
1705,v,undertake#v#2,undertake#v#4,not-merged
1706,v,undertake#v#5,undertake#v#3,not-merged
1707,v,undertake#v#5,undertake#v#4,not-merged
1708,v,undertake#v#3,undertake#v#4,merged
1709,n,grinder#n#1,grinder#n#2,not-merged
1710,n,grinder#n#1,grinder#n#3,not-merged
1711,n,grinder#n#1,grinder#n#4,not-merged
1712,n,grinder#n#2,grinder#n#3,not-merged
1713,n,grinder#n#2,grinder#n#4,not-merged
1714,n,grinder#n#3,grinder#n#4,not-merged
1715,n,event#n#1,event#n#2,not-merged
1716,n,event#n#1,event#n#3,not-merged
1717,n,event#n#1,event#n#4,not-merged
1718,n,event#n#2,event#n#3,not-merged
1719,n,event#n#2,event#n#4,not-merged
1720,n,event#n#3,event#n#4,merged
1721,n,film#n#1,film#n#3,not-merged
1722,n,film#n#1,film#n#4,not-merged
1723,n,film#n#1,film#n#2,not-merged
1724,n,film#n#1,film#n#5,not-merged
1725,n,film#n#3,film#n#4,not-merged
1726,n,film#n#3,film#n#2,not-merged
1727,n,film#n#3,film#n#5,not-merged
1728,n,film#n#4,film#n#2,not-merged
1729,n,film#n#4,film#n#5,not-merged
1730,n,film#n#2,film#n#5,merged
1731,v,let#v#6,let#v#1,not-merged
1732,v,let#v#6,let#v#3,not-merged
1733,v,let#v#6,let#v#5,not-merged
1734,v,let#v#6,let#v#2,not-merged
1735,v,let#v#6,let#v#4,not-merged
1736,v,let#v#1,let#v#3,merged
1737,v,let#v#1,let#v#5,merged
1738,v,let#v#1,let#v#2,not-merged
1739,v,let#v#1,let#v#4,not-merged
1740,v,let#v#3,let#v#5,merged
1741,v,let#v#3,let#v#2,not-merged
1742,v,let#v#3,let#v#4,not-merged
1743,v,let#v#5,let#v#2,not-merged
1744,v,let#v#5,let#v#4,not-merged
1745,v,let#v#2,let#v#4,merged
1746,n,deficit#n#2,deficit#n#1,not-merged
1747,n,deficit#n#2,deficit#n#3,not-merged
1748,n,deficit#n#2,deficit#n#4,not-merged
1749,n,deficit#n#1,deficit#n#3,merged
1750,n,deficit#n#1,deficit#n#4,merged
1751,n,deficit#n#3,deficit#n#4,merged
1752,n,recovery#n#2,recovery#n#3,not-merged
1753,n,recovery#n#2,recovery#n#1,not-merged
1754,n,recovery#n#3,recovery#n#1,not-merged
1755,n,player#n#1,player#n#4,not-merged
1756,n,player#n#1,player#n#,not-merged
1757,n,player#n#1,player#n#2,not-merged
1758,n,player#n#1,player#n#3,not-merged
1759,n,player#n#4,player#n#,not-merged
1760,n,player#n#4,player#n#2,not-merged
1761,n,player#n#4,player#n#3,not-merged
1762,n,player#n#,player#n#2,not-merged
1763,n,player#n#,player#n#3,not-merged
1764,n,player#n#2,player#n#3,merged
1765,v,stop#v#4,stop#v#9,not-merged
1766,v,stop#v#4,stop#v#10,not-merged
1767,v,stop#v#4,stop#v#1,not-merged
1768,v,stop#v#4,stop#v#2,not-merged
1769,v,stop#v#4,stop#v#5,not-merged
1770,v,stop#v#4,stop#v#6,not-merged
1771,v,stop#v#4,stop#v#11,not-merged
1772,v,stop#v#4,stop#v#3,not-merged
1773,v,stop#v#4,stop#v#7,not-merged
1774,v,stop#v#4,stop#v#8,not-merged
1775,v,stop#v#9,stop#v#10,not-merged
1776,v,stop#v#9,stop#v#1,not-merged
1777,v,stop#v#9,stop#v#2,not-merged
1778,v,stop#v#9,stop#v#5,not-merged
1779,v,stop#v#9,stop#v#6,not-merged
1780,v,stop#v#9,stop#v#11,not-merged
1781,v,stop#v#9,stop#v#3,not-merged
1782,v,stop#v#9,stop#v#7,not-merged
1783,v,stop#v#9,stop#v#8,not-merged
1784,v,stop#v#10,stop#v#1,not-merged
1785,v,stop#v#10,stop#v#2,not-merged
1786,v,stop#v#10,stop#v#5,not-merged
1787,v,stop#v#10,stop#v#6,not-merged
1788,v,stop#v#10,stop#v#11,not-merged
1789,v,stop#v#10,stop#v#3,not-merged
1790,v,stop#v#10,stop#v#7,not-merged
1791,v,stop#v#10,stop#v#8,not-merged
1792,v,stop#v#1,stop#v#2,merged
1793,v,stop#v#1,stop#v#5,merged
1794,v,stop#v#1,stop#v#6,merged
1795,v,stop#v#1,stop#v#11,merged
1796,v,stop#v#1,stop#v#3,not-merged
1797,v,stop#v#1,stop#v#7,not-merged
1798,v,stop#v#1,stop#v#8,not-merged
1799,v,stop#v#2,stop#v#5,merged
1800,v,stop#v#2,stop#v#6,merged
1801,v,stop#v#2,stop#v#11,merged
1802,v,stop#v#2,stop#v#3,not-merged
1803,v,stop#v#2,stop#v#7,not-merged
1804,v,stop#v#2,stop#v#8,not-merged
1805,v,stop#v#5,stop#v#6,merged
1806,v,stop#v#5,stop#v#11,merged
1807,v,stop#v#5,stop#v#3,not-merged
1808,v,stop#v#5,stop#v#7,not-merged
1809,v,stop#v#5,stop#v#8,not-merged
1810,v,stop#v#6,stop#v#11,merged
1811,v,stop#v#6,stop#v#3,not-merged
1812,v,stop#v#6,stop#v#7,not-merged
1813,v,stop#v#6,stop#v#8,not-merged
1814,v,stop#v#11,stop#v#3,not-merged
1815,v,stop#v#11,stop#v#7,not-merged
1816,v,stop#v#11,stop#v#8,not-merged
1817,v,stop#v#3,stop#v#7,merged
1818,v,stop#v#3,stop#v#8,merged
1819,v,stop#v#7,stop#v#8,merged
1820,v,safeguard#v#1,safeguard#v#2,not-merged
1821,v,return#v#11,return#v#16,not-merged
1822,v,return#v#11,return#v#1,not-merged
1823,v,return#v#11,return#v#3,not-merged
1824,v,return#v#11,return#v#4,not-merged
1825,v,return#v#11,return#v#5,not-merged
1826,v,return#v#11,return#v#9,not-merged
1827,v,return#v#11,return#v#12,not-merged
1828,v,return#v#11,return#v#14,not-merged
1829,v,return#v#11,return#v#2,not-merged
1830,v,return#v#11,return#v#10,not-merged
1831,v,return#v#11,return#v#13,not-merged
1832,v,return#v#11,return#v#15,not-merged
1833,v,return#v#11,return#v#6,not-merged
1834,v,return#v#11,return#v#7,not-merged
1835,v,return#v#11,return#v#8,not-merged
1836,v,return#v#16,return#v#1,not-merged
1837,v,return#v#16,return#v#3,not-merged
1838,v,return#v#16,return#v#4,not-merged
1839,v,return#v#16,return#v#5,not-merged
1840,v,return#v#16,return#v#9,not-merged
1841,v,return#v#16,return#v#12,not-merged
1842,v,return#v#16,return#v#14,not-merged
1843,v,return#v#16,return#v#2,not-merged
1844,v,return#v#16,return#v#10,not-merged
1845,v,return#v#16,return#v#13,not-merged
1846,v,return#v#16,return#v#15,not-merged
1847,v,return#v#16,return#v#6,not-merged
1848,v,return#v#16,return#v#7,not-merged
1849,v,return#v#16,return#v#8,not-merged
1850,v,return#v#1,return#v#3,merged
1851,v,return#v#1,return#v#4,merged
1852,v,return#v#1,return#v#5,merged
1853,v,return#v#1,return#v#9,merged
1854,v,return#v#1,return#v#12,merged
1855,v,return#v#1,return#v#14,merged
1856,v,return#v#1,return#v#2,not-merged
1857,v,return#v#1,return#v#10,not-merged
1858,v,return#v#1,return#v#13,not-merged
1859,v,return#v#1,return#v#15,not-merged
1860,v,return#v#1,return#v#6,not-merged
1861,v,return#v#1,return#v#7,not-merged
1862,v,return#v#1,return#v#8,not-merged
1863,v,return#v#3,return#v#4,merged
1864,v,return#v#3,return#v#5,merged
1865,v,return#v#3,return#v#9,merged
1866,v,return#v#3,return#v#12,merged
1867,v,return#v#3,return#v#14,merged
1868,v,return#v#3,return#v#2,not-merged
1869,v,return#v#3,return#v#10,not-merged
1870,v,return#v#3,return#v#13,not-merged
1871,v,return#v#3,return#v#15,not-merged
1872,v,return#v#3,return#v#6,not-merged
1873,v,return#v#3,return#v#7,not-merged
1874,v,return#v#3,return#v#8,not-merged
1875,v,return#v#4,return#v#5,merged
1876,v,return#v#4,return#v#9,merged
1877,v,return#v#4,return#v#12,merged
1878,v,return#v#4,return#v#14,merged
1879,v,return#v#4,return#v#2,not-merged
1880,v,return#v#4,return#v#10,not-merged
1881,v,return#v#4,return#v#13,not-merged
1882,v,return#v#4,return#v#15,not-merged
1883,v,return#v#4,return#v#6,not-merged
1884,v,return#v#4,return#v#7,not-merged
1885,v,return#v#4,return#v#8,not-merged
1886,v,return#v#5,return#v#9,merged
1887,v,return#v#5,return#v#12,merged
1888,v,return#v#5,return#v#14,merged
1889,v,return#v#5,return#v#2,not-merged
1890,v,return#v#5,return#v#10,not-merged
1891,v,return#v#5,return#v#13,not-merged
1892,v,return#v#5,return#v#15,not-merged
1893,v,return#v#5,return#v#6,not-merged
1894,v,return#v#5,return#v#7,not-merged
1895,v,return#v#5,return#v#8,not-merged
1896,v,return#v#9,return#v#12,merged
1897,v,return#v#9,return#v#14,merged
1898,v,return#v#9,return#v#2,not-merged
1899,v,return#v#9,return#v#10,not-merged
1900,v,return#v#9,return#v#13,not-merged
1901,v,return#v#9,return#v#15,not-merged
1902,v,return#v#9,return#v#6,not-merged
1903,v,return#v#9,return#v#7,not-merged
1904,v,return#v#9,return#v#8,not-merged
1905,v,return#v#12,return#v#14,merged
1906,v,return#v#12,return#v#2,not-merged
1907,v,return#v#12,return#v#10,not-merged
1908,v,return#v#12,return#v#13,not-merged
1909,v,return#v#12,return#v#15,not-merged
1910,v,return#v#12,return#v#6,not-merged
1911,v,return#v#12,return#v#7,not-merged
1912,v,return#v#12,return#v#8,not-merged
1913,v,return#v#14,return#v#2,not-merged
1914,v,return#v#14,return#v#10,not-merged
1915,v,return#v#14,return#v#13,not-merged
1916,v,return#v#14,return#v#15,not-merged
1917,v,return#v#14,return#v#6,not-merged
1918,v,return#v#14,return#v#7,not-merged
1919,v,return#v#14,return#v#8,not-merged
1920,v,return#v#2,return#v#10,merged
1921,v,return#v#2,return#v#13,merged
1922,v,return#v#2,return#v#15,merged
1923,v,return#v#2,return#v#6,not-merged
1924,v,return#v#2,return#v#7,not-merged
1925,v,return#v#2,return#v#8,not-merged
1926,v,return#v#10,return#v#13,merged
1927,v,return#v#10,return#v#15,merged
1928,v,return#v#10,return#v#6,not-merged
1929,v,return#v#10,return#v#7,not-merged
1930,v,return#v#10,return#v#8,not-merged
1931,v,return#v#13,return#v#15,merged
1932,v,return#v#13,return#v#6,not-merged
1933,v,return#v#13,return#v#7,not-merged
1934,v,return#v#13,return#v#8,not-merged
1935,v,return#v#15,return#v#6,not-merged
1936,v,return#v#15,return#v#7,not-merged
1937,v,return#v#15,return#v#8,not-merged
1938,v,return#v#6,return#v#7,merged
1939,v,return#v#6,return#v#8,merged
1940,v,return#v#7,return#v#8,merged
1941,v,absorb#v#2,absorb#v#3,not-merged
1942,v,absorb#v#2,absorb#v#1,not-merged
1943,v,absorb#v#2,absorb#v#4,not-merged
1944,v,absorb#v#2,absorb#v#6,not-merged
1945,v,absorb#v#2,absorb#v#5,not-merged
1946,v,absorb#v#2,absorb#v#8,not-merged
1947,v,absorb#v#2,absorb#v#7,not-merged
1948,v,absorb#v#2,absorb#v#9,not-merged
1949,v,absorb#v#3,absorb#v#1,not-merged
1950,v,absorb#v#3,absorb#v#4,not-merged
1951,v,absorb#v#3,absorb#v#6,not-merged
1952,v,absorb#v#3,absorb#v#5,not-merged
1953,v,absorb#v#3,absorb#v#8,not-merged
1954,v,absorb#v#3,absorb#v#7,not-merged
1955,v,absorb#v#3,absorb#v#9,not-merged
1956,v,absorb#v#1,absorb#v#4,merged
1957,v,absorb#v#1,absorb#v#6,merged
1958,v,absorb#v#1,absorb#v#5,not-merged
1959,v,absorb#v#1,absorb#v#8,not-merged
1960,v,absorb#v#1,absorb#v#7,not-merged
1961,v,absorb#v#1,absorb#v#9,not-merged
1962,v,absorb#v#4,absorb#v#6,merged
1963,v,absorb#v#4,absorb#v#5,not-merged
1964,v,absorb#v#4,absorb#v#8,not-merged
1965,v,absorb#v#4,absorb#v#7,not-merged
1966,v,absorb#v#4,absorb#v#9,not-merged
1967,v,absorb#v#6,absorb#v#5,not-merged
1968,v,absorb#v#6,absorb#v#8,not-merged
1969,v,absorb#v#6,absorb#v#7,not-merged
1970,v,absorb#v#6,absorb#v#9,not-merged
1971,v,absorb#v#5,absorb#v#8,merged
1972,v,absorb#v#5,absorb#v#7,not-merged
1973,v,absorb#v#5,absorb#v#9,not-merged
1974,v,absorb#v#8,absorb#v#7,not-merged
1975,v,absorb#v#8,absorb#v#9,not-merged
1976,v,absorb#v#7,absorb#v#9,merged
1977,n,expectation#n#4,expectation#n#1,not-merged
1978,n,expectation#n#4,expectation#n#2,not-merged
1979,n,expectation#n#4,expectation#n#3,not-merged
1980,n,expectation#n#1,expectation#n#2,merged
1981,n,expectation#n#1,expectation#n#3,merged
1982,n,expectation#n#2,expectation#n#3,merged
1983,n,cache#n#1,cache#n#2,not-merged
1984,n,cache#n#1,cache#n#3,not-merged
1985,n,cache#n#2,cache#n#3,not-merged
1986,v,convert#v#1,convert#v#4,merged
1987,v,convert#v#1,convert#v#10,merged
1988,v,convert#v#1,convert#v#11,merged
1989,v,convert#v#1,convert#v#2,not-merged
1990,v,convert#v#1,convert#v#3,not-merged
1991,v,convert#v#1,convert#v#5,not-merged
1992,v,convert#v#1,convert#v#9,not-merged
1993,v,convert#v#1,convert#v#6,not-merged
1994,v,convert#v#1,convert#v#7,not-merged
1995,v,convert#v#1,convert#v#8,not-merged
1996,v,convert#v#4,convert#v#10,merged
1997,v,convert#v#4,convert#v#11,merged
1998,v,convert#v#4,convert#v#2,not-merged
1999,v,convert#v#4,convert#v#3,not-merged
2000,v,convert#v#4,convert#v#5,not-merged
2001,v,convert#v#4,convert#v#9,not-merged
2002,v,convert#v#4,convert#v#6,not-merged
2003,v,convert#v#4,convert#v#7,not-merged
2004,v,convert#v#4,convert#v#8,not-merged
2005,v,convert#v#10,convert#v#11,merged
2006,v,convert#v#10,convert#v#2,not-merged
2007,v,convert#v#10,convert#v#3,not-merged
2008,v,convert#v#10,convert#v#5,not-merged
2009,v,convert#v#10,convert#v#9,not-merged
2010,v,convert#v#10,convert#v#6,not-merged
2011,v,convert#v#10,convert#v#7,not-merged
2012,v,convert#v#10,convert#v#8,not-merged
2013,v,convert#v#11,convert#v#2,not-merged
2014,v,convert#v#11,convert#v#3,not-merged
2015,v,convert#v#11,convert#v#5,not-merged
2016,v,convert#v#11,convert#v#9,not-merged
2017,v,convert#v#11,convert#v#6,not-merged
2018,v,convert#v#11,convert#v#7,not-merged
2019,v,convert#v#11,convert#v#8,not-merged
2020,v,convert#v#2,convert#v#3,merged
2021,v,convert#v#2,convert#v#5,merged
2022,v,convert#v#2,convert#v#9,merged
2023,v,convert#v#2,convert#v#6,not-merged
2024,v,convert#v#2,convert#v#7,not-merged
2025,v,convert#v#2,convert#v#8,not-merged
2026,v,convert#v#3,convert#v#5,merged
2027,v,convert#v#3,convert#v#9,merged
2028,v,convert#v#3,convert#v#6,not-merged
2029,v,convert#v#3,convert#v#7,not-merged
2030,v,convert#v#3,convert#v#8,not-merged
2031,v,convert#v#5,convert#v#9,merged
2032,v,convert#v#5,convert#v#6,not-merged
2033,v,convert#v#5,convert#v#7,not-merged
2034,v,convert#v#5,convert#v#8,not-merged
2035,v,convert#v#9,convert#v#6,not-merged
2036,v,convert#v#9,convert#v#7,not-merged
2037,v,convert#v#9,convert#v#8,not-merged
2038,v,convert#v#6,convert#v#7,merged
2039,v,convert#v#6,convert#v#8,merged
2040,v,convert#v#7,convert#v#8,merged
2041,n,diminution#n#2,diminution#n#1,not-merged
2042,n,diminution#n#2,diminution#n#3,not-merged
2043,n,diminution#n#1,diminution#n#3,merged
2044,n,experiment#n#1,experiment#n#2,not-merged
2045,n,experiment#n#1,experiment#n#3,not-merged
2046,n,experiment#n#2,experiment#n#3,merged
2047,v,diminish#v#1,diminish#v#2,merged
2048,n,tower#n#1,tower#n#2,not-merged
2049,n,tower#n#1,tower#n#3,not-merged
2050,n,tower#n#2,tower#n#3,not-merged
2051,v,found#v#3,found#v#1,not-merged
2052,v,found#v#3,found#v#2,not-merged
2053,v,found#v#1,found#v#2,merged
2054,v,interview#v#3,interview#v#1,not-merged
2055,v,interview#v#3,interview#v#2,not-merged
2056,v,interview#v#1,interview#v#2,merged
2057,v,reverse#v#1,reverse#v#2,not-merged
2058,v,reverse#v#1,reverse#v#,not-merged
2059,v,reverse#v#1,reverse#v#3,not-merged
2060,v,reverse#v#1,reverse#v#4,not-merged
2061,v,reverse#v#2,reverse#v#,not-merged
2062,v,reverse#v#2,reverse#v#3,not-merged
2063,v,reverse#v#2,reverse#v#4,not-merged
2064,v,reverse#v#,reverse#v#3,not-merged
2065,v,reverse#v#,reverse#v#4,not-merged
2066,v,reverse#v#3,reverse#v#4,merged
2067,n,trainer#n#1,trainer#n#2,not-merged
2068,n,price#n#3,price#n#1,not-merged
2069,n,price#n#3,price#n#2,not-merged
2070,n,price#n#3,price#n#4,not-merged
2071,n,price#n#3,price#n#5,not-merged
2072,n,price#n#3,price#n#6,not-merged
2073,n,price#n#1,price#n#2,merged
2074,n,price#n#1,price#n#4,merged
2075,n,price#n#1,price#n#5,merged
2076,n,price#n#1,price#n#6,merged
2077,n,price#n#2,price#n#4,merged
2078,n,price#n#2,price#n#5,merged
2079,n,price#n#2,price#n#6,merged
2080,n,price#n#4,price#n#5,merged
2081,n,price#n#4,price#n#6,merged
2082,n,price#n#5,price#n#6,merged
2083,n,fighter#n#,fighter#n#2,not-merged
2084,n,fighter#n#,fighter#n#3,not-merged
2085,n,fighter#n#2,fighter#n#3,not-merged
