SenseKeys,Group,Pos,Synset,WordPos
see%2:31:13::,298,v,interpret#v#01,interpret-v
see%2:31:00::,298,v,see#v#05,see-v
see%2:31:03::,299,v,see#v#10,see-v
see%2:32:00::,299,v,determine#v#08,determine-v
see%2:41:14::,299,v,attend#v#02,attend-v
see%2:35:09::,300,v,see#v#15,see-v
see%2:41:11::,300,v,see#v#11,see-v
see%2:41:12::,301,v,see#v#12,see-v
see%2:38:00::,301,v,meet#v#01,meet-v
see%2:41:00::,301,v,go_steady#v#01,go_steady-v
see%2:38:03::,301,v,see#v#22,see-v
see%2:41:10::,302,v,visit#v#01,visit-v
see%2:39:05::,303,v,see#v#17,see-v
see%2:31:08::,304,v,see#v#18,see-v
see%2:39:12::,305,v,experience#v#01,experience-v
see%2:33:00::,306,v,see#v#23,see-v
sense%1:09:02::,307,n,sense#n#03,sense-n
sense%1:09:05::,307,n,sense#n#01,sense-n
sense%1:10:00::,308,n,sense#n#02,sense-n
sense%1:09:04::,309,n,common_sense#n#01,common_sense-n
sense%1:09:06::,310,n,sense#n#05,sense-n
serve%2:42:01::,311,v,serve#v#03,serve-v
serve%2:42:03::,311,v,serve#v#01,serve-v
serve%2:42:12::,311,v,suffice#v#01,suffice-v
serve%2:41:13::,312,v,serve#v#13,serve-v
serve%2:33:00::,312,v,serve#v#02,serve-v
serve%2:42:02::,313,v,serve#v#08,serve-v
serve%2:41:00::,313,v,service#v#01,service-v
serve%2:35:01::,313,v,serve#v#14,serve-v
serve%2:34:00::,314,v,serve#v#06,serve-v
serve%2:34:01::,314,v,serve#v#05,serve-v
serve%2:35:00::,314,v,serve#v#11,serve-v
serve%2:41:01::,315,v,serve#v#10,serve-v
serve%2:41:02::,315,v,serve#v#07,serve-v
serve%2:42:00::,316,v,serve#v#09,serve-v
serve%2:33:01::,317,v,serve#v#15,serve-v
shade%1:26:01::,318,n,shade#n#05,shade-n
shade%1:26:00::,318,n,shade#n#01,shade-n
shade%1:23:00::,319,n,tad#n#01,tad-n
shade%1:10:00::,319,n,nuance#n#01,nuance-n
shade%1:07:00::,320,n,shade#n#02,shade-n
shade%1:06:00::,321,n,shade#n#03,shade-n
shade%1:09:01::,322,n,ghost#n#01,ghost-n
shade%1:06:01::,323,n,shade#n#08,shade-n
shock%1:26:00::,324,n,shock#n#04,shock-n
shock%1:12:01::,324,n,daze#n#01,daze-n
shock%1:11:01::,324,n,shock#n#06,shock-n
shock%1:04:01::,325,n,shock#n#02,shock-n
shock%1:04:00::,326,n,electric_shock#n#03,electric_shock-n
shock%1:11:00::,327,n,shock#n#05,shock-n
shock%1:14:00::,328,n,shock#n#07,shock-n
shock%1:14:01::,329,n,shock#n#08,shock-n
shock%1:06:00::,330,n,shock_absorber#n#01,shock_absorber-n
slot%1:28:00::,331,n,time_slot#n#01,time_slot-n
slot%1:10:00::,331,n,slot#n#01,slot-n
slot%1:26:00::,331,n,slot#n#04,slot-n
slot%1:06:00::,332,n,slot#n#02,slot-n
slot%1:17:00::,333,n,slot#n#05,slot-n
slot%1:06:02::,334,n,slot#n#06,slot-n
slot%1:06:01::,335,n,slot#n#07,slot-n
spade%1:06:01::,336,n,spade#n#01,spade-n
spade%1:06:00::,337,n,spade#n#02,spade-n
spade%1:18:00::,338,n,nigger#n#01,nigger-n
stone%1:27:00::,339,n,rock#n#02,rock-n
stone%1:17:00::,339,n,rock#n#01,rock-n
stone%1:20:00::,339,n,stone#n#05,stone-n
stone%1:17:01::,339,n,calculus#n#01,calculus-n
stone%1:27:01::,340,n,gem#n#01,gem-n
stone%1:06:00::,340,n,stone#n#03,stone-n
stone%1:18:03::,341,n,stone#n#08,stone-n
stone%1:18:04::,341,n,stone#n#07,stone-n
stone%1:18:02::,341,n,stone#n#09,stone-n
stone%1:18:01::,341,n,stone#n#10,stone-n
stone%1:18:00::,341,n,stone#n#11,stone-n
stone%1:23:00::,342,n,stone#n#06,stone-n
stone%1:07:00::,343,n,stone#n#13,stone-n
stress%1:26:03::,344,n,stress#n#04,stress-n
stress%1:10:01::,344,n,stress#n#01,stress-n
stress%1:26:02::,345,n,stress#n#05,stress-n
stress%1:26:01::,345,n,tension#n#02,tension-n
stress%1:19:00::,346,n,stress#n#03,stress-n
strike%2:35:00::,347,v,strike#v#02,strike-v
strike%2:35:01::,347,v,hit#v#02,hit-v
strike%2:42:00::,347,v,fall#v#09,fall-v
strike%2:35:09::,347,v,strike#v#19,strike-v
strike%2:39:00::,348,v,hit#v#08,hit-v
strike%2:37:00::,348,v,affect#v#05,affect-v
strike%2:35:02::,349,v,hit#v#03,hit-v
strike%2:33:00::,349,v,strike#v#04,strike-v
strike%2:38:08::,350,v,assume#v#05,assume-v
strike%2:41:02::,350,v,come_to#v#03,come_to-v
strike%2:36:00::,351,v,strike#v#13,strike-v
strike%2:30:00::,351,v,strike#v#11,strike-v
strike%2:31:00::,352,v,strike#v#20,strike-v
strike%2:40:00::,352,v,fall_upon#v#01,fall_upon-v
strike%2:32:00::,353,v,strike#v#05,strike-v
strike%2:41:00::,354,v,strike#v#07,strike-v
strike%2:35:03::,355,v,strike#v#10,strike-v
strike%2:35:08::,356,v,strike#v#14,strike-v
strike%2:36:02::,357,v,mint#v#01,mint-v
strike%2:35:10::,358,v,strickle#v#02,strickle-v
strike_out%2:35:01::,359,v,strike_out#v#04,strike_out-v
strike_out%2:35:00::,359,v,strike_out#v#02,strike_out-v
strike_out%2:32:00::,360,v,cross_off#v#01,cross_off-v
strike_out%2:41:00::,361,v,strike_out#v#03,strike_out-v
strike_out%2:30:03::,362,v,strike_out#v#05,strike_out-v
text%1:10:03::,363,n,text#n#02,text-n
text%1:10:00::,363,n,text#n#01,text-n
text%1:10:01::,363,n,text#n#04,text-n
text%1:10:02::,364,n,textbook#n#01,textbook-n
train%2:41:01::,103,v,educate#v#03,educate-v
train%2:29:00::,366,v,train#v#08,train-v
train%2:31:00::,366,v,train#v#02,train-v
train%2:41:00::,367,v,prepare#v#05,prepare-v
train%2:41:02::,367,v,discipline#v#01,discipline-v
train%2:32:00::,367,v,coach#v#01,coach-v
train%2:41:03::,367,v,train#v#09,train-v
train%2:33:00::,368,v,aim#v#01,aim-v
train%2:38:00::,369,v,train#v#10,train-v
train%2:35:04::,370,v,trail#v#06,trail-v
treat%2:31:00::,371,v,treat#v#08,treat-v
treat%2:41:00::,371,v,treat#v#01,treat-v
treat%2:34:00::,372,v,regale#v#01,regale-v
treat%2:40:00::,372,v,treat#v#05,treat-v
treat%2:32:00::,373,v,cover#v#05,cover-v
treat%2:30:01::,374,v,process#v#02,process-v
treat%2:29:00::,375,v,treat#v#03,treat-v
treat%2:32:03::,376,v,treat#v#07,treat-v
turn%2:38:02::,377,v,turn#v#04,turn-v
turn%2:38:00::,377,v,turn#v#01,turn-v
turn%2:38:04::,377,v,turn#v#08,turn-v
turn%2:38:13::,377,v,turn#v#20,turn-v
turn%2:30:04::,378,v,change_state#v#01,change_state-v
turn%2:42:00::,378,v,become#v#02,become-v
turn%2:30:03::,378,v,turn#v#05,turn-v
turn%2:30:00::,378,v,change_by_reversal#v#01,change_by_reversal-v
turn%2:30:09::,378,v,turn#v#12,turn-v
turn%2:42:13::,378,v,turn#v#13,turn-v
turn%2:30:01::,378,v,sour#v#01,sour-v
turn%2:41:10::,379,v,turn#v#18,turn-v
turn%2:35:06::,379,v,turn#v#16,turn-v
turn%2:33:13::,380,v,turn#v#24,turn-v
turn%2:38:14::,380,v,turn#v#21,turn-v
turn%2:32:14::,380,v,call_on#v#01,call_on-v
turn%2:38:06::,381,v,turn#v#06,turn-v
turn%2:38:03::,382,v,turn#v#07,turn-v
turn%2:38:01::,383,v,turn#v#09,turn-v
turn%2:36:00::,384,v,plow#v#01,plow-v
turn%2:35:08::,385,v,turn#v#14,turn-v
turn%2:29:00::,386,v,twist#v#09,twist-v
turn%2:40:13::,387,v,turn#v#19,turn-v
turn%2:35:11::,388,v,bend#v#03,bend-v
turn%2:35:10::,389,v,turn#v#23,turn-v
turn%2:30:14::,390,v,turn#v#26,turn-v
turn_down%2:41:00::,391,v,reject#v#05,reject-v
turn_down%2:40:00::,391,v,refuse#v#02,refuse-v
turn_down%2:32:00::,391,v,reject#v#04,reject-v
turn_down%2:30:03::,392,v,turn_down#v#04,turn_down-v
turn_down%2:30:00::,393,v,turn_down#v#05,turn_down-v
turn_on%2:39:00::,394,v,turn_on#v#03,turn_on-v
turn_on%2:35:00::,394,v,switch_on#v#01,switch_on-v
turn_on%2:37:00::,395,v,arouse#v#07,arouse-v
turn_on%2:37:02::,395,v,agitate#v#02,agitate-v
turn_on%2:42:00::,396,v,depend_on#v#01,depend_on-v
turn_on%2:30:00::,397,v,turn_on#v#04,turn_on-v
turn_on%2:34:00::,398,v,trip#v#05,trip-v
turn_out%2:42:01::,399,v,turn_out#v#02,turn_out-v
turn_out%2:42:00::,399,v,prove#v#01,prove-v
turn_out%2:42:02::,399,v,turn_out#v#04,turn_out-v
turn_out%2:36:00::,400,v,bear#v#05,bear-v
turn_out%2:36:01::,400,v,turn_out#v#03,turn_out-v
turn_out%2:30:00::,401,v,turn_out#v#05,turn_out-v
turn_out%2:35:00::,402,v,expel#v#02,expel-v
turn_out%2:38:00::,403,v,turn_out#v#08,turn_out-v
turn_out%2:35:01::,404,v,switch_off#v#01,switch_off-v
turn_out%2:29:00::,405,v,get_up#v#02,get_up-v
turn_over%2:38:00::,406,v,overturn#v#01,overturn-v
turn_over%2:38:02::,406,v,overturn#v#02,overturn-v
turn_over%2:38:03::,383,v,roll#v#01,roll-v
turn_over%2:35:01::,383,v,flip#v#09,flip-v
turn_over%2:40:00::,408,v,pass#v#05,pass-v
turn_over%2:35:00::,409,v,dig#v#01,dig-v
turn_over%2:40:01::,410,v,turn_over#v#05,turn_over-v
turn_over%2:32:00::,411,v,consider#v#05,consider-v
turn_up%2:35:03::,412,v,excavate#v#02,excavate-v
turn_up%2:40:00::,412,v,locate#v#01,locate-v
turn_up%2:30:00::,413,v,come_on#v#01,come_on-v
turn_up%2:35:00::,414,v,fold#v#01,fold-v
use%2:41:14::,416,v,use#v#03,use-v
use%2:34:01::,416,v,use#v#01,use-v
use%2:41:04::,416,v,practice#v#02,practice-v
use%2:34:00::,417,v,use#v#04,use-v
use%2:34:02::,417,v,use#v#02,use-v
use%2:41:03::,418,v,use#v#06,use-v
visit%1:14:00::,419,n,visit#n#02,visit-n
visit%1:04:02::,419,n,visit#n#01,visit-n
wander%2:38:02::,148,v,wander#v#03,wander-v
wander%2:38:01::,148,v,weave#v#04,weave-v
wander%2:41:00::,421,v,cheat_on#v#01,cheat_on-v
wander%2:32:00::,422,v,digress#v#01,digress-v
wash%2:29:00::,423,v,wash#v#02,wash-v
wash%2:35:02::,423,v,wash#v#01,wash-v
wash%2:35:00::,423,v,wash#v#03,wash-v
wash%2:42:00::,423,v,wash#v#05,wash-v
wash%2:29:02::,423,v,wash#v#12,wash-v
wash%2:30:09::,424,v,wash#v#10,wash-v
wash%2:38:01::,424,v,wash#v#04,wash-v
wash%2:30:05::,425,v,wash#v#09,wash-v
wash%2:35:01::,425,v,wash#v#07,wash-v
wash%2:42:12::,426,v,wash#v#06,wash-v
wash%2:35:10::,427,v,wash#v#08,wash-v
wash%2:30:06::,428,v,moisten#v#01,moisten-v
wash_out%2:35:01::,425,v,wash_out#v#02,wash_out-v
wash_out%2:30:03::,432,v,wash_out#v#06,wash_out-v
wash_out%2:30:00::,432,v,wash_out#v#05,wash_out-v
wash_out%2:30:02::,432,v,wash_out#v#07,wash_out-v
wash_out%2:41:00::,433,v,rain_out#v#01,rain_out-v
wash_out%2:35:00::,434,v,wash_out#v#03,wash_out-v
wash_up%2:35:02::,435,v,wash_up#v#03,wash_up-v
wash_up%2:29:00::,435,v,wash_up#v#01,wash_up-v
wash_up%2:30:00::,436,v,wash_up#v#04,wash_up-v
wash_up%2:38:00::,436,v,wash_up#v#02,wash_up-v
wash_up%2:29:01::,437,v,exhaust#v#01,exhaust-v
water%1:17:00::,438,n,body_of_water#n#01,body_of_water-n
water%1:27:00::,438,n,water#n#01,water-n
water%1:27:02::,438,n,water#n#04,water-n
water%1:06:00::,439,n,water_system#n#02,water_system-n
water%1:27:01::,440,n,urine#n#01,urine-n
work%2:41:00::,441,v,work#v#02,work-v
work%2:41:02::,441,v,work#v#01,work-v
work%2:29:00::,441,v,exercise#v#03,exercise-v
work%2:41:04::,441,v,work#v#08,work-v
work%2:41:01::,441,v,work#v#12,work-v
work%2:41:03::,266,v,work#v#03,work-v
work%2:41:11::,443,v,work#v#16,work-v
work%2:35:02::,443,v,function#v#01,function-v
work%2:41:12::,443,v,work#v#17,work-v
work%2:42:10::,444,v,work#v#14,work-v
work%2:36:00::,444,v,work#v#05,work-v
work%2:36:12::,444,v,shape#v#02,shape-v
work%2:35:00::,444,v,knead#v#01,knead-v
work%2:41:05::,445,v,work#v#09,work-v
work%2:38:00::,445,v,make#v#37,make-v
work%2:35:14::,445,v,work#v#21,work-v
work%2:31:13::,445,v,solve#v#01,solve-v
work%2:39:10::,446,v,work#v#18,work-v
work%2:41:10::,446,v,influence#v#01,influence-v
work%2:37:10::,446,v,work#v#19,work-v
work%2:34:10::,446,v,exploit#v#01,exploit-v
work%2:30:14::,378,v,ferment#v#01,ferment-v
work%2:38:02::,448,v,work#v#10,work-v
work%2:36:09::,449,v,cultivate#v#02,cultivate-v
work%2:30:10::,450,v,work#v#27,work-v
work_out%2:30:01::,451,v,elaborate#v#04,elaborate-v
work_out%2:30:00::,451,v,evolve#v#03,evolve-v
work_out%2:29:00::,441,v,exercise#v#04,exercise-v
work_out%2:31:06::,445,v,calculate#v#01,calculate-v
work_out%2:31:07::,445,v,work_out#v#05,work_out-v
work_out%2:42:00::,454,v,work_out#v#02,work_out-v
yew%1:20:00::,455,n,yew#n#02,yew-n
yew%1:20:02::,455,n,yew#n#01,yew-n
