SenseKeys,Group,Pos,Synset,WordPos
face%2:42:00::,730,v,front#v#01,front-v
face%2:32:00::,732,v,confront#v#02,confront-v
face%2:33:00::,732,v,confront#v#01,confront-v
face%2:32:03::,732,v,confront#v#03,confront-v
face%2:42:02::,732,v,face#v#04,face-v
face%2:35:01::,739,v,face#v#09,face-v
ferret_out%2:31:00::,741,v,ferret_out#v#01,ferret_out-v
find_out%2:32:01::,742,v,determine#v#08,determine-v
find%2:32:00::,743,v,determine#v#01,determine-v
find%2:38:10::,744,v,find#v#15,find-v
find%2:31:09::,745,v,discover#v#04,discover-v
find%2:40:03::,746,v,find#v#10,find-v
find%2:40:01::,747,v,line_up#v#02,line_up-v
find%2:39:05::,748,v,find#v#13,find-v
find%2:31:10::,749,v,find#v#05,find-v
find%2:39:01::,750,v,witness#v#02,witness-v
find%2:40:02::,751,v,find#v#01,find-v
find%2:36:00::,752,v,discover#v#02,discover-v
find_oneself%2:30:00::,753,v,find_oneself#v#01,find_oneself-v
find_out%2:31:00::,754,v,learn#v#02,learn-v
find%2:39:02::,755,v,detect#v#01,detect-v
find%2:40:00::,756,v,find#v#03,find-v
find%2:30:00::,757,v,receive#v#02,receive-v
find%2:32:01::,758,v,rule#v#04,rule-v
keep%2:32:00::,759,v,keep#v#08,keep-v
keep%2:41:02::,761,v,retain#v#03,retain-v
keep_up%2:42:00::,762,v,prolong#v#02,prolong-v
keep%2:34:00::,763,v,sustain#v#04,sustain-v
keep%2:42:00::,763,v,keep#v#01,keep-v
keep%2:40:13::,764,v,keep#v#18,keep-v
keep_company%2:42:00::,765,v,company#v#01,company-v
keep%2:40:10::,766,v,keep#v#20,keep-v
keep%2:31:00::,767,v,observe#v#08,observe-v
keep_away%2:41:00::,768,v,keep_away#v#01,keep_away-v
keep%2:41:00::,769,v,restrain#v#01,restrain-v
keep_tabs_on%2:41:00::,770,v,keep_tabs_on#v#01,keep_tabs_on-v
keep%2:42:07::,771,v,continue#v#01,continue-v
keep_up%2:33:00::,772,v,keep_up#v#01,keep_up-v
keep_up%2:30:00::,772,v,keep_up#v#04,keep_up-v
keep%2:40:01::,774,v,keep#v#07,keep-v
keep%2:41:01::,775,v,prevent#v#02,prevent-v
keep%2:40:12::,776,v,keep#v#19,keep-v
keep%2:35:10::,778,v,keep#v#21,keep-v
keep%2:41:03::,780,v,observe#v#09,observe-v
keep_down%2:30:00::,781,v,number#v#06,number-v
keep_an_eye_on%2:41:00::,783,v,watch#v#02,watch-v
keep%2:40:00::,784,v,keep#v#03,keep-v
keep_to_oneself%2:40:00::,785,v,keep_to_oneself#v#02,keep_to_oneself-v
leave%2:31:05::,786,v,leave#v#02,leave-v
leave%2:30:02::,787,v,leave#v#04,leave-v
leave%2:41:00::,788,v,leave#v#08,leave-v
leave%2:42:01::,789,v,leave#v#06,leave-v
leave_behind%2:38:00::,790,v,leave_behind#v#01,leave_behind-v
leave%2:38:00::,791,v,exit#v#01,exit-v
leave_off%2:42:00::,792,v,leave_off#v#01,leave_off-v
leave%2:42:00::,793,v,leave#v#07,leave-v
leave_out%2:31:01::,794,v,exclude#v#01,exclude-v
leave%2:42:03::,795,v,leave#v#11,leave-v
leave%2:42:02::,796,v,leave#v#03,leave-v
leave%2:40:01::,797,v,bequeath#v#01,bequeath-v
leave%2:38:01::,798,v,leave#v#01,leave-v
leave%2:40:06::,799,v,entrust#v#02,entrust-v
live%2:42:08::,800,v,dwell#v#03,dwell-v
live_it_up%2:34:00::,801,v,live_it_up#v#01,live_it_up-v
live%2:31:00::,802,v,know#v#05,know-v
live_with%2:31:00::,807,v,accept#v#07,accept-v
live_on%2:42:00::,804,v,survive#v#01,survive-v
live%2:42:00::,804,v,be#v#11,be-v
live%2:42:07::,807,v,live#v#07,live-v
live_up_to%2:42:00::,810,v,satisfy#v#01,satisfy-v
live%2:42:06::,811,v,live#v#02,live-v
match%2:42:01::,812,v,equal#v#02,equal-v
match%2:35:08::,813,v,match#v#03,match-v
match%2:42:00::,814,v,match#v#01,match-v
match%2:41:00::,815,v,meet#v#06,meet-v
match%2:30:00::,816,v,match#v#08,match-v
match%2:30:07::,820,v,equal#v#03,equal-v
match%2:30:01::,813,v,match#v#05,match-v
match%2:40:00::,820,v,match#v#02,match-v
play%2:36:02::,822,v,act#v#03,act-v
play%2:41:03::,823,v,play#v#05,play-v
play%2:42:00::,824,v,play#v#22,play-v
play_out%2:33:00::,825,v,play_out#v#03,play_out-v
play%2:38:00::,826,v,play#v#09,play-v
play%2:36:12::,827,v,play#v#03,play-v
play%2:41:12::,828,v,play#v#02,play-v
play%2:33:09::,829,v,play#v#31,play-v
play%2:33:03::,830,v,play#v#15,play-v
play%2:33:00::,831,v,play#v#01,play-v
play_down%2:30:00::,832,v,background#v#01,background-v
play%2:36:10::,833,v,act#v#10,act-v
play%2:36:00::,834,v,play#v#06,play-v
play_around%2:41:00::,835,v,play_around#v#01,play_around-v
play%2:29:00::,836,v,play#v#16,play-v
play%2:34:13::,837,v,play#v#20,play-v
play_up%2:30:00::,838,v,foreground#v#01,foreground-v
play%2:41:13::,839,v,dally#v#01,dally-v
play_out%2:36:00::,840,v,play_out#v#02,play_out-v
play%2:33:07::,841,v,play#v#29,play-v
play_out%2:30:00::,842,v,play_out#v#04,play_out-v
play%2:41:02::,843,v,play#v#17,play-v
play%2:29:01::,844,v,act#v#05,act-v
play%2:35:07::,845,v,play#v#28,play-v
play%2:36:01::,846,v,play#v#07,play-v
pull_in%2:38:00::,850,v,pull_in#v#03,pull_in-v
pull%2:38:01::,851,v,pull#v#03,pull-v
pull_the_leg_of%2:32:00::,854,v,pull_the_leg_of#v#01,pull_the_leg_of-v
pull_ahead%2:33:00::,855,v,gain#v#05,gain-v
pull%2:35:01::,857,v,rend#v#01,rend-v
pull_off%2:35:00::,858,v,pluck#v#01,pluck-v
pull_through%2:42:00::,859,v,survive#v#02,survive-v
pull_down%2:35:00::,862,v,down#v#05,down-v
pull_out%2:41:00::,863,v,chicken_out#v#01,chicken_out-v
pull%2:35:04::,864,v,pull#v#04,pull-v
pull_out%2:38:00::,865,v,pull_out#v#01,pull_out-v
pull_up%2:38:01::,868,v,draw_up#v#03,draw_up-v
pull%2:30:11::,869,v,pull#v#18,pull-v
pull_up%2:38:02::,870,v,draw_up#v#05,draw_up-v
pull%2:41:00::,871,v,perpetrate#v#01,perpetrate-v
pull_together%2:35:00::,873,v,gather#v#01,gather-v
pull_at%2:35:00::,875,v,pick_at#v#01,pick_at-v
pull_back%2:35:01::,876,v,pull_back#v#04,pull_back-v
pull%2:38:13::,877,v,pull#v#09,pull-v
pull_off%2:41:00::,878,v,pull_off#v#03,pull_off-v
pull%2:38:00::,879,v,pull#v#07,pull-v
replace%2:41:00::,880,v,supplant#v#01,supplant-v
replace%2:30:00::,881,v,replace#v#01,replace-v
replace%2:40:00::,881,v,substitute#v#01,substitute-v
replace%2:35:00::,884,v,replace#v#04,replace-v
see_the_light%2:30:00::,885,v,reform#v#05,reform-v
see%2:39:12::,886,v,experience#v#01,experience-v
see%2:39:00::,887,v,see#v#01,see-v
see%2:41:11::,888,v,see#v#11,see-v
see%2:41:12::,888,v,see#v#12,see-v
see%2:39:13::,890,v,examine#v#02,examine-v
see_through%2:40:00::,891,v,see_through#v#01,see_through-v
see%2:41:00::,892,v,go_steady#v#01,go_steady-v
see%2:41:14::,893,v,attend#v#02,attend-v
see%2:39:03::,894,v,watch#v#03,watch-v
see%2:41:10::,895,v,visit#v#01,visit-v
see%2:36:00::,896,v,visualize#v#01,visualize-v
see%2:31:08::,898,v,see#v#18,see-v
see%2:31:13::,899,v,interpret#v#01,interpret-v
see_through%2:39:00::,900,v,see_through#v#02,see_through-v
see%2:31:01::,901,v,understand#v#02,understand-v
see%2:38:00::,903,v,meet#v#01,meet-v
see%2:31:00::,904,v,see#v#05,see-v
serve%2:34:00::,906,v,serve#v#06,serve-v
serve%2:41:02::,907,v,serve#v#07,serve-v
serve%2:41:00::,908,v,service#v#01,service-v
serve%2:41:13::,909,v,serve#v#13,serve-v
serve%2:42:02::,910,v,serve#v#08,serve-v
serve%2:42:00::,911,v,serve#v#09,serve-v
serve%2:41:01::,912,v,serve#v#10,serve-v
serve%2:42:03::,913,v,serve#v#01,serve-v
serve%2:33:00::,915,v,serve#v#02,serve-v
serve%2:42:12::,916,v,suffice#v#01,suffice-v
serve%2:42:01::,917,v,serve#v#03,serve-v
strike_back%2:33:04::,918,v,retaliate#v#02,retaliate-v
strike%2:40:00::,919,v,fall_upon#v#01,fall_upon-v
strike_a_chord%2:31:00::,920,v,strike_a_chord#v#01,strike_a_chord-v
strike%2:35:00::,921,v,strike#v#02,strike-v
strike%2:32:00::,922,v,strike#v#05,strike-v
strike_up%2:36:01::,923,v,sound_off#v#02,sound_off-v
strike%2:39:00::,924,v,hit#v#08,hit-v
strike%2:33:00::,925,v,strike#v#04,strike-v
strike%2:41:02::,926,v,come_to#v#03,come_to-v
strike_out%2:32:00::,927,v,cross_off#v#01,cross_off-v
strike_down%2:35:02::,928,v,strike_down#v#02,strike_down-v
strike%2:35:01::,929,v,hit#v#02,hit-v
strike_up%2:36:00::,930,v,strike_up#v#02,strike_up-v
strike%2:37:00::,931,v,affect#v#05,affect-v
strike%2:35:03::,932,v,strike#v#10,strike-v
strike_out%2:41:00::,933,v,strike_out#v#03,strike_out-v
strike_dumb%2:37:00::,934,v,strike_dumb#v#01,strike_dumb-v
strike_down%2:41:00::,935,v,cancel#v#03,cancel-v
strike%2:30:00::,936,v,strike#v#11,strike-v
strike_a_blow%2:30:00::,937,v,strike_a_blow#v#01,strike_a_blow-v
strike%2:31:00::,938,v,strike#v#20,strike-v
strike_a_chord%2:37:00::,939,v,hit_home#v#01,hit_home-v
strike%2:42:00::,940,v,fall#v#09,fall-v
strike%2:35:02::,941,v,hit#v#03,hit-v
strike_out%2:30:03::,942,v,strike_out#v#05,strike_out-v
strike%2:41:00::,943,v,strike#v#07,strike-v
train%2:41:02::,944,v,discipline#v#01,discipline-v
train%2:32:00::,944,v,coach#v#01,coach-v
train%2:31:00::,946,v,train#v#02,train-v
train%2:41:01::,947,v,educate#v#03,educate-v
train%2:41:03::,948,v,train#v#09,train-v
train%2:41:00::,650,v,prepare#v#05,prepare-v
train%2:33:00::,950,v,aim#v#01,aim-v
train%2:29:00::,952,v,train#v#08,train-v
treat%2:32:00::,955,v,cover#v#05,cover-v
treat%2:31:00::,955,v,treat#v#08,treat-v
treat%2:40:00::,957,v,treat#v#05,treat-v
treat%2:29:00::,961,v,treat#v#03,treat-v
treat%2:41:00::,960,v,treat#v#01,treat-v
treat%2:30:01::,961,v,process#v#02,process-v
turn%2:38:14::,963,v,turn#v#21,turn-v
turn%2:42:13::,964,v,turn#v#13,turn-v
turn_down%2:30:03::,965,v,turn_down#v#04,turn_down-v
turn_on_a_dime%2:38:00::,966,v,turn_on_a_dime#v#01,turn_on_a_dime-v
turn%2:38:13::,967,v,turn#v#20,turn-v
turn_away%2:41:00::,968,v,reject#v#05,reject-v
turn%2:42:00::,970,v,become#v#02,become-v
turn_around%2:38:00::,971,v,swing_around#v#01,swing_around-v
turn_down%2:40:00::,972,v,refuse#v#02,refuse-v
turn_away%2:38:00::,973,v,deflect#v#02,deflect-v
turn_out%2:35:00::,974,v,expel#v#02,expel-v
turn_up_the_heat%2:41:00::,975,v,turn_up_the_heat#v#01,turn_up_the_heat-v
turn_off%2:37:00::,976,v,piss_off#v#01,piss_off-v
turn%2:38:06::,977,v,turn#v#06,turn-v
turn_over%2:38:03::,978,v,roll#v#01,roll-v
turn%2:30:00::,979,v,change_by_reversal#v#01,change_by_reversal-v
turn_thumbs_down%2:41:00::,980,v,turn_thumbs_down#v#01,turn_thumbs_down-v
turn_over%2:32:00::,981,v,consider#v#05,consider-v
turn_out%2:36:01::,982,v,turn_out#v#03,turn_out-v
turn_over%2:38:09::,983,v,turn#v#09,turn-v
turn%2:36:00::,984,v,plow#v#01,plow-v
turn%2:30:03::,985,v,turn#v#05,turn-v
turn_out%2:42:01::,986,v,turn_out#v#02,turn_out-v
turn%2:40:13::,987,v,turn#v#19,turn-v
turn%2:38:00::,988,v,turn#v#01,turn-v
turn_on%2:35:00::,989,v,switch_on#v#01,switch_on-v
turn_away%2:38:02::,990,v,turn_away#v#01,turn_away-v
turn%2:38:02::,992,v,turn#v#04,turn-v
turn%2:38:03::,993,v,turn#v#07,turn-v
turn_out%2:42:02::,994,v,turn_out#v#04,turn_out-v
turn_the_tide%2:30:00::,995,v,turn_the_tables#v#01,turn_the_tables-v
turn_around%2:30:00::,996,v,turn_around#v#03,turn_around-v
turn_to%2:30:00::,599,v,turn_to#v#02,turn_to-v
turn_on%2:39:00::,999,v,turn_on#v#03,turn_on-v
turn_out%2:42:00::,1000,v,prove#v#01,prove-v
turn%2:33:13::,1001,v,turn#v#24,turn-v
turn_over%2:40:00::,1002,v,pass#v#05,pass-v
turn_on%2:37:02::,1003,v,agitate#v#02,agitate-v
turn_around%2:30:12::,1004,v,turn_around#v#02,turn_around-v
turn_on%2:30:00::,1005,v,turn_on#v#04,turn_on-v
use%2:41:03::,1006,v,use#v#06,use-v
use%2:34:01::,1010,v,use#v#01,use-v
use%2:41:04::,1008,v,practice#v#02,practice-v
use_up%2:34:00::,1009,v,consume#v#05,consume-v
use%2:34:00::,1010,v,use#v#04,use-v
use%2:34:02::,1012,v,use#v#02,use-v
use%2:41:14::,1013,v,use#v#03,use-v
wander%2:38:01::,1014,v,weave#v#04,weave-v
wander%2:38:02::,1015,v,wander#v#03,wander-v
wander%2:32:00::,1016,v,digress#v#01,digress-v
wash%2:35:00::,1018,v,wash#v#03,wash-v
wash_down%2:34:00::,1019,v,wash_down#v#01,wash_down-v
wash_down%2:30:00::,1020,v,wash_down#v#02,wash_down-v
wash_off%2:30:00::,1022,v,wash#v#09,wash-v
wash_up%2:29:00::,1023,v,wash_up#v#01,wash_up-v
wash%2:29:00::,1024,v,wash#v#02,wash-v
wash_away%2:30:01::,1025,v,wash_away#v#01,wash_away-v
wash%2:30:09::,1026,v,wash#v#10,wash-v
wash_out%2:35:01::,1027,v,wash_out#v#02,wash_out-v
wash%2:38:01::,1028,v,wash#v#04,wash-v
wash%2:42:12::,1029,v,wash#v#06,wash-v
wash%2:35:02::,1024,v,wash#v#01,wash-v
work_out%2:31:07::,1032,v,work_out#v#05,work_out-v
work%2:41:10::,1033,v,influence#v#01,influence-v
work_out%2:29:00::,1034,v,exercise#v#04,exercise-v
work_out%2:42:00::,1035,v,work_out#v#02,work_out-v
work%2:36:01::,1036,v,bring#v#03,bring-v
work_out%2:30:01::,1037,v,elaborate#v#04,elaborate-v
work%2:41:11::,1038,v,work#v#16,work-v
work%2:35:02::,1039,v,function#v#01,function-v
work%2:41:03::,1039,v,work#v#03,work-v
work_up%2:30:03::,1041,v,evolve#v#03,evolve-v
work_out%2:31:06::,1043,v,calculate#v#01,calculate-v
work%2:41:05::,1044,v,work#v#09,work-v
work%2:36:00::,1045,v,work#v#05,work-v
work%2:41:02::,1046,v,work#v#01,work-v
work%2:41:00::,1046,v,work#v#02,work-v
work%2:41:04::,1049,v,work#v#08,work-v
work_on%2:41:00::,1050,v,work_at#v#01,work_at-v
work%2:35:14::,1053,v,work#v#21,work-v
work%2:38:02::,1054,v,work#v#10,work-v
