,Version,WordPos,SenseNums,Group,GroupSense
1011,2.1,visit-v,6,1,3
1012,2.1,build-v,"1,5,7",1,1
1013,2.1,build-v,"2,9,10",1,2
1014,2.1,build-v,"3,6,8",1,3
1015,2.1,build-v,4,1,4
1021,2.1,cause-n,"1,4",1,1
1022,2.1,cause-n,2,1,2
1023,2.1,cause-n,3,1,3
1024,2.1,cause-n,5,1,4
1025,2.1,club-n,2,1,1
1026,2.1,club-n,1,1,2
1027,2.1,club-n,3,1,3
1028,2.1,club-n,5,1,4
1029,2.1,club-n,6,1,5
1030,2.1,club-n,7,1,6 
1031,2.1,live-v,"2,4,7,6",1,1
1032,2.1,live-v,1,1,2
1033,2.1,live-v,3,1,3
1034,2.1,live-v,5,1,4
1035,2.1,live-v,1,1,5
1036,2.1,teacher-n,1,1,1
1037,2.1,teacher-n,2,1,2
1039,2.1,rocket-n,"1,4,5",1,1
1040,2.1,rocket-n,2,1,2
1041,2.1,rocket-n,3,1,3
1042,2.1,specialist-n,2,1,1
1043,2.1,specialist-n,1,1,2
1045,2.1,bomber-n,1,1,1
1046,2.1,bomber-n,2,1,2
1047,2.1,bomber-n,3,1,3
1050,2.1,display-v,"1,2,3",1,1
1051,2.1,display-v,,1,2
1055,2.1,appear-v,"1,4",1,1
1056,2.1,appear-v,"2,3,5",1,2
1057,2.1,appear-v,6,1,3
1058,2.1,appear-v,7,1,4
1059,2.1,mature-v,"1,4,5,6",1,1
1060,2.1,mature-v,2,1,2
1061,2.1,mature-v,,1,3
1065,2.1,accent-n,"1,3",1,1
1066,2.1,accent-n,2,1,2
1067,2.1,accent-n,4,1,3
1068,2.1,accent-n,5,1,4
1070,2.1,launch-v,2,1,1
1071,2.1,launch-v,"1,3,5",1,2
1072,2.1,launch-v,4,1,3
1073,2.1,launch-v,,1,4
1074,2.1,launch-v,6,1,5
1075,2.1,submit-v,"3,6,10",1,1
1076,2.1,submit-v,"1,4,8,9",1,2
1077,2.1,submit-v,"1,2,5",1,3
1078,2.1,submit-v,7,1,4
1081,2.1,compare-v,1,1,1
1082,2.1,compare-v,"2,3",1,2
1083,2.1,compare-v,4,1,3
1084,2.1,weapon-n,1,1,1
1085,2.1,weapon-n,2,1,2
1086,2.1,suspend-v,"1,2",1,1
1087,2.1,suspend-v,3,1,2
1088,2.1,suspend-v,"4,5,6",1,3
1089,2.1,deal-v,"2,4,7,10",1,1
1090,2.1,deal-v,8,1,2
1091,2.1,deal-v,"1,3",1,3
1092,2.1,deal-v,"5,11",1,4
1093,2.1,deal-v,"9,12",1,5
1094,2.1,deal-v,"6,13",1,6
1095,2.1,expanse-n,1,1,1
1096,2.1,expanse-n,2,1,2
1097,2.1,expanse-n,3,1,3
1098,2.1,junk-n,1,1,1
1100,2.1,junk-n,2,1,3
1104,2.1,shut-v,"1,2",1,1
1105,2.1,shut-v,"1,3",1,2
1106,2.1,shut-v,1,1,3
1107,2.1,shut-v,2,1,4
1108,2.1,shut-v,1,1,5
1109,2.1,shut-v,"1,3",1,6
1110,2.1,sell-v,"1,2,3,8",1,1
1111,2.1,sell-v,"4,7",1,2
1112,2.1,sell-v,"5,6",1,3
1113,2.1,sell-v,2,1,4
1114,2.1,sell-v,1,1,5
1115,2.1,sell-v,1,1,6
1116,2.1,levy-n,1,1,1
1118,2.1,levy-n,2,1,3
1120,2.1,sustain-v,"1,3,4,5",1,1
1121,2.1,sustain-v,2,1,2
1122,2.1,sustain-v,"6,7",1,3
1123,2.1,strengthen-v,"1,3",1,1
1124,2.1,strengthen-v,2,1,2
1145,2.1,holding-n,2,1,1
1146,2.1,holding-n,1,1,2
1149,2.1,assess-v,"1,2,3,4",1,1
1150,2.1,merge-v,"1,3",1,1
1151,2.1,merge-v,2,1,2
1152,2.1,damage-v,1,1,1
1153,2.1,narrow-v,"1,2,3",1,1
1155,2.1,change-v,"1,2,3,9",1,1
1156,2.1,change-v,"4,5,6,10",1,2
1157,2.1,change-v,7,1,3
1158,2.1,change-v,8,1,4
1159,2.1,preserve-v,"1,2,3,4,6",1,1
1160,2.1,preserve-v,5,1,2
1161,2.1,drug-n,1,1,1
1162,2.1,drug-n,-,1,2
1163,2.1,drug-n,1&&-,1,1&&2
1164,2.1,board-n,"2,3",1,1
1165,2.1,board-n,"6,9",1,2
1167,2.1,board-n,1,1,4
1168,2.1,board-n,4,1,5
1169,2.1,board-n,5,1,6
1175,2.1,deficit-n,"1,3,4",1,1
1176,2.1,deficit-n,2,1,2
1184,2.1,contention-n,1,1,1
1185,2.1,contention-n,2,1,2
1186,2.1,contention-n,3,1,3
1187,2.1,fire-v,"1,2,5",1,1
1188,2.1,fire-v,4,1,2
1189,2.1,fire-v,"6,7",1,3
1190,2.1,fire-v,9,1,4
1191,2.1,fire-v,8,1,5
1192,2.1,fire-v,3,1,6
1193,2.1,cloak-n,1,1,1
1194,2.1,cloak-n,2,1,2
1195,2.1,reinforce-v,"1,2",1,1
1198,2.1,govern-v,"1,3",1,1
1199,2.1,govern-v,"2,4",1,2
1200,2.1,govern-v,,1,3
1201,2.1,think-vpc-v,"1,2",1,1
1202,2.1,think-vpc-v,,1,2
1203,2.1,think-vpc-v,1,1,3
1204,2.1,think-vpc-v,2,1,4
1205,2.1,think-vpc-v,4,1,5
1206,2.1,think-vpc-v,1,1,6
1207,2.1,think-vpc-v,1,1,7
1208,2.1,barrel-n,1,1,1
1209,2.1,barrel-n,2,1,2
1210,2.1,barrel-n,3,1,3
1211,2.1,barrel-n,"4,5",1,4
1215,2.1,influence-v,"1,2,3",1,1
1216,2.1,underwriter-n,1,1,1
1217,2.1,underwriter-n,"2,3",1,2
1218,2.1,pour-v,"1,3",1,1
1219,2.1,pour-v,"1,4",1,2
1220,2.1,pour-v,5,1,3
1221,2.1,pour-v,6,1,4
1222,2.1,pour-v,1,1,5
1223,2.1,rush-v,"1,4",1,1
1224,2.1,rush-v,"2,3,6,7",1,2
1225,2.1,rush-v,5,1,3
1226,2.1,rush-v,,1,4
1227,2.1,collection-n,1 2,1,1
1228,2.1,collection-n,4,1,2
1229,2.1,collection-n,3,1,3
1230,2.1,collection-n,2,1,4
1231,2.1,replace-v,"1,2,3",1,1
1232,2.1,replace-v,4,1,2
1233,2.1,expect-v,"1,3,4",1,1
1234,2.1,expect-v,2,1,2
1235,2.1,expect-v,"5,6",1,3
1236,2.1,combine-v,"1,2,3,4,6",1,1
1237,2.1,combine-v,"5,7",1,2
1238,2.1,answer-v,"1,2,4",1,1
1239,2.1,answer-v,"3,10",1,2
1240,2.1,answer-v,5,1,3
1241,2.1,answer-v,"7,8,9",1,4
1242,2.1,answer-v,6,1,5
1243,2.1,answer-v,,1,6
1244,2.1,dawn-n,"1,2",1,1
1245,2.1,dawn-n,3,1,2
1252,2.1,figure-v,1,1,1
1253,2.1,figure-v,4,1,2
1254,2.1,figure-v,2,1,3
1255,2.1,figure-v,3,1,4
1256,2.1,figure-v,5,1,5
1257,2.1,figure-v,,1,6
1258,2.1,ease-v,"2,3,4",1,1
1259,2.1,ease-v,,1,2
1261,2.1,hurt-v,"1,2,6,7",1,1
1262,2.1,hurt-v,4,1,2
1263,2.1,hurt-v,"3,5",1,3
1264,2.1,hurt-v,,1,4
1265,2.1,cancel-v,1,1,1
1266,2.1,cancel-v,"3,4,5",1,2
1267,2.1,cancel-v,2,1,3
1268,2.1,widen-v,"1,2,3,4",1,1
1269,2.1,tank-n,1,1,1
1270,2.1,tank-n,"2,4",1,2
1271,2.1,tank-n,3,1,3
1272,2.1,tank-n,5,1,4
1273,2.1,tank-n,think_tank,1,5
1274,2.1,tank-n,tank_top,1,6
1275,2.1,tank-n,idiom,1,7
1276,2.1,tank-n,tank_circuit,1,8
1277,2.1,attend-v,"1,3",1,1
1278,2.1,attend-v,"2,4,3",1,2
1279,2.1,attend-v,3,1,3
1280,2.1,attend-v,5,1,4
1281,2.1,industry-n,"1,2",1,1
1282,2.1,industry-n,,1,2
1283,2.1,eliminate-v,"1,2,3",1,1
1284,2.1,eliminate-v,4,1,2
1285,2.1,eliminate-v,5,1,3
1286,2.1,eliminate-v,6,1,4
1287,2.1,eliminate-v,7,1,5
1288,2.1,gain-v,"1,2,3,8",1,1
1289,2.1,gain-v,"5,6",1,2
1291,2.1,gain-v,9,1,4
1292,2.1,gain-v,4,1,5
1293,2.1,drag-n,1,1,1
1294,2.1,drag-n,2,1,2
1295,2.1,drag-n,3,1,3
1296,2.1,drag-n,4,1,4
1297,2.1,drag-n,5,1,5
1298,2.1,drag-n,6,1,6
1308,2.1,adopt-v,"1,2,3,7",1,1
1309,2.1,adopt-v,4,1,2
1310,2.1,adopt-v,5,1,3
1311,2.1,adopt-v,6,1,4
1312,2.1,analyze-v,"1,2,3",1,1
1313,2.1,analyze-v,4,1,2
1314,2.1,pillar-n,"4,5",1,1
1315,2.1,pillar-n,1,1,2
1316,2.1,pillar-n,3,1,3
1317,2.1,pillar-n,2,1,4
1319,2.1,dilute-v,1,1,1
1320,2.1,dilute-v,,1,2
1321,2.1,import-v,1,1,1
1322,2.1,import-v,2,1,2
1323,2.1,respond-v,"1,3",1,1
1324,2.1,respond-v,2,1,2
1325,2.1,vote-v,"1,2,4",1,1
1326,2.1,vote-v,3,1,2
1327,2.1,vote-v,,1,3
1328,2.1,vote-v,,1,4
1330,2.1,unrest-n,1,1,1
1331,2.1,unrest-n,2,1,2
1337,2.1,understand-v,"1,2,5",1,1
1338,2.1,understand-v,3,1,2
1339,2.1,understand-v,4,1,3
1340,2.1,advise-v,"1,3",1,1
1341,2.1,advise-v,2,1,2
1342,2.1,appeal-v,"1,5",1,1
1343,2.1,appeal-v,2,1,2
1344,2.1,appeal-v,3,1,3
1345,2.1,appeal-v,4,1,4
1346,2.1,bloc-n,1,1,1
1348,2.1,cool-v,"1,2",1,1
1349,2.1,cool-v,3,1,2
1350,2.1,cool-v,,1,3
1351,2.1,fail-v,"2,3,5,6,7,8",1,1
1352,2.1,fail-v,"4,9,10,11",1,2
1353,2.1,fail-v,1,1,3
1354,2.1,realize-v,"1,2",1,1
1355,2.1,realize-v,3,1,2
1356,2.1,realize-v,"4,5",1,3
1360,2.1,eat-v,"1,2,3",1,1
1361,2.1,eat-v,"4,5",1,2
1362,2.1,eat-v,"5,6",1,3
1363,2.1,eat-v,,1,4
1364,2.1,eat-v,,1,5
1365,2.1,eat-v,,1,6
1366,2.1,eat-v,,1,7
1367,2.1,eat-v,1,1,8
1368,2.1,eat-v,1,1,9
1369,2.1,bolster-v,1,1,1
1370,2.1,bolster-v,"2,3",1,2
1371,2.1,doubt-v,1,1,1
1372,2.1,doubt-v,2,1,2
1373,2.1,race-n,"1,3",1,1
1374,2.1,race-n,"2,5",1,2
1376,2.1,race-n,6,1,4
1377,2.1,race-n,4,1,5
1378,2.1,fee-n,1,1,1
1379,2.1,fee-n,2,1,2
1381,2.1,found-v,"1,2",1,1
1382,2.1,found-v,3,1,2
1384,2.1,care-n,"1,5,6",1,1
1385,2.1,care-n,2,1,2
1386,2.1,care-n,3,1,3
1387,2.1,care-n,4,1,4
1388,2.1,emphasis-n,1,1,1
1389,2.1,emphasis-n,4,1,2
1390,2.1,emphasis-n,"2,3",1,3
1391,2.1,double-v,1,1,1
1393,2.1,double-v,3,1,3
1394,2.1,double-v,4,1,4
1397,2.1,suspect-v,"1,2",1,1
1398,2.1,suspect-v,3,1,2
1403,2.1,stop-v,"1,2,5,6,11",1,1
1404,2.1,stop-v,"3,7,8",1,2
1405,2.1,stop-v,4,1,3
1406,2.1,stop-v,9,1,4
1407,2.1,stop-v,10,1,5
1408,2.1,branch-n,"1,4",1,1
1409,2.1,branch-n,2,1,2
1410,2.1,branch-n,3 5 6,1,3
1411,2.1,branch-n,Placeholder Sense,1,4
1412,2.1,nucleus-n,1,1,1
1413,2.1,nucleus-n,2,1,2
1414,2.1,nucleus-n,3,1,3
1415,2.1,nucleus-n,4,1,4
1416,2.1,nucleus-n,5,1,5
1418,2.1,ride-v,"1,2,3,10",1,1
1419,2.1,ride-v,,1,2
1420,2.1,ride-v,"6,11,12",1,3
1421,2.1,ride-v,8,1,4
1422,2.1,ride-v,1,1,5
1423,2.1,ride-v,"5,13",1,6
1425,2.1,ride-v,7,1,8
1427,2.1,ride-v,1,1,10
1428,2.1,ride-v,1,1,11
1429,2.1,ride-v,1,1,12
1430,2.1,ability-n,1,1,1
1431,2.1,ability-n,2,1,2
1432,2.1,maturity-n,1,1,1
1433,2.1,maturity-n,2,1,2
1434,2.1,maturity-n,3,1,3
1439,2.1,insure-v,"3,4",1,1
1440,2.1,insure-v,"1,2",1,2
1441,2.1,bus-n,1,1,1
1442,2.1,bus-n,"2,3",1,2
1443,2.1,bus-n,4,1,3
1444,2.1,trauma-n,1,1,1
1445,2.1,trauma-n,2,1,2
1447,2.1,execute-v,"1,2",1,1
1448,2.1,execute-v,"3,4,5,6",1,2
1449,2.1,execute-v,7,1,3
1450,2.1,market-v,"1,3,4",1,1
1451,2.1,market-v,2,1,2
1452,2.1,predict-v,"1,2",1,1
1453,2.1,event-n,1,1,1
1454,2.1,event-n,2,1,2
1455,2.1,event-n,3 4,1,3
1459,2.1,sound-v,"2,3,4,5,6",1,2
1461,2.1,sound-v,5,1,4
1462,2.1,sound-v,5,1,5
1463,2.1,sound-v,,1,6
1466,2.1,consolation-n,"1,2",1,1
1468,2.1,consist-v,"1,2",1,1
1469,2.1,consist-v,4,1,2
1470,2.1,consist-v,,1,3
1474,2.1,remark-n,,1,1
1475,2.1,remark-n,2,1,2
1476,2.1,regulate-v,"1,4",1,1
1477,2.1,regulate-v,"2,3",1,2
1480,2.1,edge-n,"1,3",1,1
1482,2.1,edge-n,2,1,3
1483,2.1,edge-n,4,1,4
1484,2.1,edge-n,5,1,5
1493,2.1,feed-v,"1,2,11",1,1
1494,2.1,feed-v,4,1,2
1495,2.1,feed-v,"3,5,7",1,3
1496,2.1,feed-v,10,1,4
1497,2.1,feed-v,"6,9",1,5
1498,2.1,feed-v,8,1,6
1499,2.1,feed-v,"1,2",1,7
1500,2.1,feed-v,,1,8
1501,2.1,belong-v,1,1,1
1502,2.1,belong-v,"2,3,4,5",1,2
1503,2.1,hear-v,"2,4,5",1,1
1504,2.1,hear-v,1,1,2
1505,2.1,hear-v,3,1,3
1513,2.1,strip-v,"1,3,5,6,7,8",1,1
1514,2.1,strip-v,11,1,2
1515,2.1,strip-v,"2,13",1,3
1516,2.1,strip-v,"4,10",1,4
1517,2.1,strip-v,9,1,5
1518,2.1,strip-v,12,1,6
1519,2.1,trouble-v,"1,3",1,1
1520,2.1,trouble-v,"2,4,5",1,2
1521,2.1,barrier-n,1,1,1
1522,2.1,barrier-n,2,1,2
1523,2.1,barrier-n,3,1,3
1527,2.1,recall-v,"1,2,3",1,1
1528,2.1,recall-v,"6,7",1,2
1529,2.1,recall-v,4,1,3
1530,2.1,recall-v,5,1,4
1531,2.1,speed-v,"1,4",1,1
1532,2.1,speed-v,"2,5",1,2
1533,2.1,speed-v,3,1,3
1534,2.1,negotiate-v,1,1,1
1535,2.1,negotiate-v,2,1,2
1536,2.1,negotiate-v,,1,3
1537,2.1,connect-v,"1,3,4,6,10",1,1
1538,2.1,connect-v,2,1,2
1539,2.1,connect-v,"8,9",1,3
1540,2.1,connect-v,"6,9",1,4
1541,2.1,connect-v,"5,11",1,5
1542,2.1,connect-v,7,1,6
1548,2.1,specify-v,"1,3,4,5,7",1,1
1549,2.1,specify-v,"2,6",1,2
1550,2.1,judgment-n,"1,4",1,1
1551,2.1,judgment-n,2,1,2
1552,2.1,judgment-n,3,1,3
1553,2.1,judgment-n,5,1,4
1554,2.1,judgment-n,"6,7",1,5
1557,2.1,earn-v,1,1,1
1559,2.1,ranger-n,1,1,1
1560,2.1,ranger-n,2,1,2
1561,2.1,ranger-n,3,1,3
1563,2.1,responsibility-n,1 2,1,1
1564,2.1,responsibility-n,3,1,2
1566,2.1,reach-v,"1,2,5,6,7",1,1
1567,2.1,reach-v,"3,4",1,2
1568,2.1,reach-v,8,1,3
1569,2.1,reach-v,9,1,4
1570,2.1,reach-v,2,1,5
1574,2.1,cell-n,2,1,1
1575,2.1,cell-n,4,1,2
1577,2.1,cell-n,3,1,4
1578,2.1,cell-n,"6,7",1,5
1579,2.1,cell-n,5,1,6
1585,2.1,account-v,"2,3,4",1,1
1586,2.1,account-v,1,1,2
1588,2.1,signal-v,1,1,1
1589,2.1,signal-v,2,1,2
1590,2.1,promote-v,"1,3",1,1
1591,2.1,promote-v,2,1,2
1592,2.1,focus-v,"2,3,4,5",1,1
1593,2.1,focus-v,1,1,2
1594,2.1,safeguard-v,1,1,1
1595,2.1,safeguard-v,2,1,2
1600,2.1,fund-v,"1,3,4,6",1,1
1601,2.1,fund-v,"2,5",1,2
1602,2.1,rebound-v,1,1,1
1603,2.1,rebound-v,2,1,2
1604,2.1,fare-v,1,1,1
1605,2.1,fare-v,2,1,2
1606,2.1,decrease-v,"1,2",1,1
1607,2.1,fuel-v,"1,2,3",1,1
1608,2.1,fuel-v,4,1,2
1613,2.1,regain-v,"1,2",1,1
1614,2.1,regain-v,,1,2
1619,2.1,expectation-n,"1,2,3",1,1
1620,2.1,expectation-n,4,1,2
1621,2.1,drop-v,"1,2,9,15",1,1
1622,2.1,drop-v,"3,4,5,7,12,14,16,19",1,2
1623,2.1,drop-v,6,1,3
1624,2.1,drop-v,8,1,4
1625,2.1,drop-v,10,1,5
1626,2.1,drop-v,11,1,6
1627,2.1,drop-v,13,1,7
1628,2.1,drop-v,17,1,8
1629,2.1,drop-v,18,1,9
1630,2.1,drop-v,20,1,10
1631,2.1,drop-v,,1,11
1632,2.1,drop-v,1,1,12
1633,2.1,miss-v,7,1,1
1634,2.1,miss-v,"1,3,4,5,9",1,2
1635,2.1,miss-v,"6,8",1,3
1636,2.1,miss-v,2,1,4
1637,2.1,miss-v,,1,5
1638,2.1,offer-n,"1,2",1,1
1639,2.1,offer-n,3,1,2
1641,2.1,claim-v,"2,3,4",1,2
1642,2.1,claim-v,,1,3
1643,2.1,claim-v,5,1,4
1648,2.1,wear-v,"1,2,3,5,9",1,1
1649,2.1,wear-v,"4,7,8",1,2
1650,2.1,wear-v,6,1,3
1651,2.1,collect-v,"1,3,4",1,1
1652,2.1,collect-v,2,1,2
1653,2.1,collect-v,5,1,3
1654,2.1,collect-v,,1,4
1655,2.1,erosion-n,"1,4",1,1
1656,2.1,erosion-n,3,1,2
1657,2.1,erosion-n,2,1,3
1658,2.1,location-n,"1,4",1,1
1659,2.1,location-n,2,1,2
1660,2.1,location-n,3,1,3
1661,2.1,surround-v,"1,2,3",1,1
1662,2.1,surround-v,"4,5",1,2
1663,2.1,raise-v,"1,13,15,16,17,23,25",1,1
1664,2.1,raise-v,"2,8,20,24",1,2
1665,2.1,raise-v,"3,11,21",1,3
1666,2.1,raise-v,"4,18",1,4
1667,2.1,raise-v,"5,6",1,5
1668,2.1,raise-v,"7,10,19,22,27",1,6
1669,2.1,raise-v,"12,14",1,7
1670,2.1,raise-v,9,1,8
1671,2.1,raise-v,26,1,9
1672,2.1,illustrate-v,"2,3",1,1
1673,2.1,illustrate-v,1,1,2
1674,2.1,lose-v,"1,4,5,6",1,1
1675,2.1,lose-v,"2,7,8",1,2
1676,2.1,lose-v,"10,11",1,3
1677,2.1,lose-v,3,1,4
1678,2.1,lose-v,9,1,5
1679,2.1,value-v,"1,4,5",1,1
1680,2.1,value-v,"2,3",1,2
1681,2.1,begin-v,"2,3,5,6,7",1,1
1682,2.1,begin-v,"1,8,5",1,2
1683,2.1,begin-v,4,1,3
1684,2.1,begin-v,9,1,4
1685,2.1,exist-v,1,1,1
1686,2.1,exist-v,2,1,2
1687,2.1,treat-v,"1,8",1,1
1688,2.1,treat-v,"5,6",1,2
1689,2.1,treat-v,2,1,3
1690,2.1,treat-v,3,1,4
1691,2.1,treat-v,8,1,5
1692,2.1,treat-v,7,1,6
1693,2.1,plan-v,"1,2",1,1
1694,2.1,plan-v,"3,4",1,2
1695,2.1,fortune-n,1,1,1
1696,2.1,fortune-n,2,1,2
1697,2.1,fortune-n,"3,4",1,3
1700,2.1,generate-v,"1,2,3,4",1,1
1701,2.1,generate-v,,1,2
1702,2.1,forfeiture-n,1,1,1
1703,2.1,forfeiture-n,2,1,2
1704,2.1,forfeiture-n,3,1,3
1705,2.1,demonstrate-v,"2,3",1,1
1706,2.1,demonstrate-v,1,1,2
1707,2.1,demonstrate-v,4,1,3
1708,2.1,enjoy-v,"1,3,5",1,1
1709,2.1,enjoy-v,"2,4",1,2
1711,2.1,total-v,"1,2",1,1
1712,2.1,total-v,3,1,2
1713,2.1,trailer-n,3,1,1
1714,2.1,trailer-n,4,1,2
1715,2.1,trailer-n,2,1,3
1716,2.1,trailer-n,1,1,4
1724,2.1,chair-n,"1,4",1,1
1725,2.1,chair-n,"2,3",1,2
1727,2.1,lack-v,1,1,1
1728,2.1,start-v,"4,6,12",1,1
1729,2.1,start-v,"1,9,10,13",1,2
1730,2.1,start-v,"2,5,6",1,3
1731,2.1,start-v,8,1,4
1732,2.1,start-v,3,1,5
1733,2.1,start-v,11,1,6
1734,2.1,start-v,"7,14",1,7
1735,2.1,persuade-v,"1,2",1,1
1736,2.1,speculate-v,"1,2",1,1
1737,2.1,speculate-v,3,1,2
1738,2.1,speculate-v,4,1,3
1739,2.1,estimate-v,"1,2",1,1
1740,2.1,prevent-v,"1,2",1,1
1741,2.1,correct-v,"1,2,4,7,8",1,1
1742,2.1,correct-v,7,1,2
1743,2.1,correct-v,"3,5",1,3
1744,2.1,date-n,1 2 4 7,1,1
1745,2.1,date-n,Placeholder,1,2
1746,2.1,date-n,3,1,3
1747,2.1,date-n,Placeholder,1,4
1748,2.1,date-n,5,1,5
1749,2.1,date-n,6,1,6
1750,2.1,date-n,8,1,7
1756,2.1,watch-v,"1,3,4,6,7",1,1
1757,2.1,watch-v,5,1,2
1758,2.1,watch-v,2,1,3
1759,2.1,watch-v,,1,4
1760,2.1,free-v,"1,3,4,6,8",1,1
1761,2.1,free-v,"2,7",1,2
1762,2.1,free-v,"5,9,10",1,3
1764,2.1,anticipate-v,5,1,2
1765,2.1,anticipate-v,6,1,3
1766,2.1,tumble-v,"1,2,5,8,10",1,1
1767,2.1,tumble-v,"3,4,9",1,2
1768,2.1,tumble-v,6,1,3
1769,2.1,tumble-v,7,1,4
1770,2.1,tumble-v,11,1,5
1771,2.1,buy-v,"1,3,5",1,1
1772,2.1,buy-v,2,1,2
1773,2.1,buy-v,4,1,3
1774,2.1,buy-v,,1,4
1775,2.1,buy-v,,1,5
1776,2.1,buy-v,,1,6
1777,2.1,buy-v,,1,7
1778,2.1,fit-v,"1,3,6,9",1,1
1779,2.1,fit-v,"2,4,5,7",1,2
1780,2.1,fit-v,8,1,3
1781,2.1,defiance-n,1,1,1
1782,2.1,defiance-n,"2,3",1,2
1784,2.1,terminate-v,"1,2,3",1,1
1785,2.1,terminate-v,4,1,2
1786,2.1,oversee-v,1,1,1
1787,2.1,sweep-n,1,1,1
1788,2.1,sweep-n,6,1,2
1791,2.1,sweep-n,3,1,5
1792,2.1,sweep-n,2,1,6
1793,2.1,sweep-n,4,1,7
1795,2.1,sweep-n,5,1,9
1797,2.1,set-v,"1,6,9,11,12,15",1,1
1798,2.1,set-v,10,1,2
1799,2.1,set-v,"2,3,4,8,20,23",1,3
1800,2.1,set-v,"7,21,22",1,4
1801,2.1,set-v,"5,13",1,5
1802,2.1,set-v,,1,6
1803,2.1,set-v,"14,16,17,25",1,7
1804,2.1,set-v,,1,8
1805,2.1,set-v,,1,9
1806,2.1,set-v,19,1,10
1807,2.1,set-v,18,1,11
1808,2.1,set-v,24,1,12
1809,2.1,situation-n,"1,2,3",1,1
1810,2.1,situation-n,5,1,2
1811,2.1,situation-n,4,1,3
1812,2.1,rod-n,2,1,1
1813,2.1,rod-n,"1,4",1,2
1814,2.1,rod-n,3,1,3
1815,2.1,rod-n,5,1,4
1816,2.1,rod-n,6,1,5
1817,2.1,underscore-v,"1,2",1,1
1818,2.1,engage-v,"1,2,7",1,1
1819,2.1,engage-v,"3,4,8,9",1,2
1820,2.1,engage-v,5,1,3
1821,2.1,engage-v,"6,10",1,4
1822,2.1,lobby-v,1,1,1
1823,2.1,depress-v,1,1,1
1824,2.1,depress-v,"2,3,5",1,2
1825,2.1,depress-v,4,1,3
1826,2.1,complain-v,1,1,1
1827,2.1,complain-v,2,1,2
1828,2.1,decade-n,1,1,1
1829,2.1,decade-n,2,1,2
1830,2.1,artillery-n,1,1,1
1831,2.1,artillery-n,2,1,2
1832,2.1,artillery-n,3,1,3
1833,2.1,weaken-v,"1,2,3,4,5",1,1
1834,2.1,arrest-v,"1,3",1,1
1835,2.1,arrest-v,"2,4",1,2
1836,2.1,arrest-v,,1,3
1837,2.1,find-v,"1,2,3,6,7,8,9,12,13,14,15,16",1,1
1838,2.1,find-v,4,1,2
1839,2.1,find-v,5,1,3
1840,2.1,find-v,10,1,4
1841,2.1,find-v,11,1,5
1842,2.1,find-v,,1,6
1843,2.1,amend-v,"1,2",1,1
1844,2.1,amend-v,,1,2
1845,2.1,withdraw-v,"1,2,3,6,8,9,11,12",1,1
1846,2.1,withdraw-v,"4,5",1,2
1847,2.1,withdraw-v,"7,10",1,3
1848,2.1,withdraw-v,7,1,4
1851,2.1,tender-n,3,1,1
1852,2.1,tender-n,1,1,2
1853,2.1,tender-n,5,1,3
1854,2.1,tender-n,6,1,4
1855,2.1,tender-n,2,1,5
1856,2.1,tender-n,4,1,6
1861,2.1,justify-v,"1,3",1,1
1862,2.1,justify-v,2,1,2
1863,2.1,justify-v,4,1,3
1864,2.1,justify-v,5,1,4
1865,2.1,pass-vpc-v,2,1,1
1866,2.1,pass-vpc-v,12,1,2
1867,2.1,pass-vpc-v,25,1,3
1868,2.1,pass-vpc-v,,1,4
1869,2.1,pass-vpc-v,,1,5
1870,2.1,pass-vpc-v,,1,6
1872,2.1,pass-vpc-v,"4,8,10,17",1,8
1873,2.1,pass-vpc-v,,1,9
1874,2.1,pass-vpc-v,"5,18,21,22,23",1,10
1875,2.1,pass-vpc-v,11,1,11
1876,2.1,pass-vpc-v,,1,12
1879,2.1,shrink-v,"1,3,4",1,1
1880,2.1,shrink-v,"2,5",1,2
1881,2.1,shrink-v,,1,3
1884,2.1,contain-v,"1,2,5",1,1
1885,2.1,contain-v,"3,6",1,2
1886,2.1,contain-v,4,1,3
1887,2.1,restriction-n,1,1,1
1888,2.1,restriction-n,,1,2
1889,2.1,restriction-n,3,1,3
1890,2.1,plead-v,1,1,1
1891,2.1,plead-v,,1,2
1892,2.1,plead-v,"2,3,4",1,3
1893,2.1,lay-vpc-v,,1,1
1894,2.1,lay-vpc-v,,1,2
1895,2.1,lay-vpc-v,,1,3
1896,2.1,lay-vpc-v,,1,4
1897,2.1,lay-vpc-v,,1,5
1898,2.1,lay-vpc-v,,1,6
1899,2.1,lay-vpc-v,,1,7
1900,2.1,lay-vpc-v,,1,8
1901,2.1,lay-vpc-v,,1,9
1902,2.1,lay-vpc-v,,1,10
1903,2.1,lay-vpc-v,,1,11
1904,2.1,residue-n,1,1,1
1905,2.1,residue-n,2,1,2
1911,2.1,consequence-n,"1,2",1,1
1912,2.1,consequence-n,3,1,2
1915,2.1,manage-v,"1,5",1,1
1916,2.1,manage-v,"2,4",1,2
1917,2.1,manage-v,"3,6",1,3
1921,2.1,concentrate-v,2,1,1
1924,2.1,truck-n,1,1,1
1925,2.1,truck-n,2,1,2
1934,2.1,appoint-v,"1,2",1,1
1935,2.1,appoint-v,,1,2
1936,2.1,remain-v,"1,2,4",1,1
1937,2.1,remain-v,3,1,2
1938,2.1,exchange-v,"1,4",1,1
1939,2.1,exchange-v,"2,5",1,2
