Unnamed: 0,Pos,Sense1,Sense2,Merge,Sense1_keys,Sense2_keys,wn_oed_feature
755,v,use#v#03,use#v#04,not-merged,use%2:41:14::;,use%2:41:14::;use%2:41:14::;,1.0
756,v,use#v#03,use#v#02,not-merged,use%2:41:14::;,use%2:41:14::;use%2:41:14::;,1.0
757,v,use#v#03,use#v#06,not-merged,use%2:41:14::;,use%2:41:14::;,1.0
758,v,use#v#01,use#v#04,not-merged,use%2:34:01::;utilize%2:34:00::;utilise%2:34:00::;apply%2:34:00::;employ%2:34:00::;,employ%2:34:00::;employ%2:34:00::;,0.0
759,v,use#v#01,use#v#02,not-merged,use%2:34:01::;utilize%2:34:00::;utilise%2:34:00::;apply%2:34:00::;employ%2:34:00::;,employ%2:34:00::;employ%2:34:00::;,0.0
760,v,use#v#01,use#v#06,not-merged,use%2:34:01::;utilize%2:34:00::;utilise%2:34:00::;apply%2:34:00::;employ%2:34:00::;,employ%2:34:00::;,0.0
761,v,use#v#04,use#v#02,merged,use%2:34:00::;expend%2:34:00::;,expend%2:34:00::;expend%2:34:00::;,1.0
762,v,use#v#04,use#v#06,not-merged,use%2:34:00::;expend%2:34:00::;,expend%2:34:00::;,1.0
763,v,use#v#02,use#v#06,not-merged,use%2:34:02::;habituate%2:34:00::;,habituate%2:34:00::;,1.0
764,v,live#v#07,live#v#02,merged,live%2:42:07::;,live%2:42:07::;,1.0
765,v,dress_up#v#01,dress_up#v#02,not-merged,dress_up%2:29:00::;fig_out%2:29:00::;fig_up%2:29:00::;deck_up%2:29:00::;gussy_up%2:29:00::;fancy_up%2:29:00::;trick_up%2:29:00::;deck_out%2:29:00::;trick_out%2:29:00::;prink%2:29:00::;attire%2:29:00::;get_up%2:29:02::;rig_out%2:29:00::;tog_up%2:29:00::;tog_out%2:29:00::;overdress%2:29:00::;,overdress%2:29:00::;overdress%2:29:00::;,1.0
766,v,equal#v#02,equal#v#03,not-merged,equal%2:42:01::;touch%2:42:02::;rival%2:42:00::;match%2:42:01::;,match%2:42:01::;match%2:42:01::;match%2:42:01::;match%2:42:01::;match%2:42:01::;,1.0
767,n,yew#n#02,yew#n#01,merged,yew%1:20:00::;,yew%1:20:00::;,1.0
768,n,rock#n#02,rock#n#01,merged,rock%1:27:00::;stone%1:27:00::;,stone%1:27:00::;stone%1:27:00::;,1.0
769,v,reject#v#06,reject#v#04,merged,reject%2:41:00::;turn_down%2:41:00::;turn_away%2:41:00::;refuse%2:41:00::;,refuse%2:41:00::;refuse%2:41:00::;refuse%2:41:00::;refuse%2:41:00::;refuse%2:41:00::;refuse%2:41:00::;refuse%2:41:00::;,1.0
770,n,stress#n#04,stress#n#01,merged,stress%1:26:03::;focus%1:26:01::;,focus%1:26:01::;focus%1:26:01::;focus%1:26:01::;,1.0
771,n,stress#n#04,stress#n#05,not-merged,stress%1:26:03::;focus%1:26:01::;,focus%1:26:01::;focus%1:26:01::;,1.0
772,n,stress#n#04,stress#n#03,not-merged,stress%1:26:03::;focus%1:26:01::;,focus%1:26:01::;,1.0
773,n,stress#n#01,stress#n#05,not-merged,stress%1:10:01::;emphasis%1:10:00::;accent%1:10:00::;,accent%1:10:00::;accent%1:10:00::;,0.0
774,n,stress#n#01,stress#n#03,not-merged,stress%1:10:01::;emphasis%1:10:00::;accent%1:10:00::;,accent%1:10:00::;,0.0
775,n,stress#n#05,stress#n#03,not-merged,stress%1:26:02::;strain%1:26:02::;,strain%1:26:02::;,1.0
776,v,strike#v#02,strike#v#20,merged,strike%2:35:00::;,strike%2:35:00::;,1.0
777,v,strike#v#02,strike#v#04,not-merged,strike%2:35:00::;,strike%2:35:00::;strike%2:35:00::;,1.0
778,v,strike#v#02,strike#v#13,not-merged,strike%2:35:00::;,strike%2:35:00::;,1.0
779,v,strike#v#02,strike#v#11,not-merged,strike%2:35:00::;,strike%2:35:00::;,1.0
780,v,strike#v#02,strike#v#21,not-merged,strike%2:35:00::;,strike%2:35:00::;,1.0
781,v,strike#v#02,strike#v#05,not-merged,strike%2:35:00::;,strike%2:35:00::;,1.0
782,v,strike#v#02,strike#v#07,not-merged,strike%2:35:00::;,strike%2:35:00::;strike%2:35:00::;,1.0
783,v,strike#v#02,strike#v#10,not-merged,strike%2:35:00::;,strike%2:35:00::;strike%2:35:00::;,1.0
784,v,strike#v#02,strike#v#14,not-merged,strike%2:35:00::;,strike%2:35:00::;strike%2:35:00::;strike%2:35:00::;strike%2:35:00::;,1.0
785,v,strike#v#20,strike#v#04,not-merged,strike%2:35:09::;,strike%2:35:09::;strike%2:35:09::;,1.0
786,v,strike#v#20,strike#v#13,not-merged,strike%2:35:09::;,strike%2:35:09::;,1.0
787,v,strike#v#20,strike#v#11,not-merged,strike%2:35:09::;,strike%2:35:09::;,1.0
788,v,strike#v#20,strike#v#21,not-merged,strike%2:35:09::;,strike%2:35:09::;,1.0
789,v,strike#v#20,strike#v#05,not-merged,strike%2:35:09::;,strike%2:35:09::;,1.0
790,v,strike#v#20,strike#v#07,not-merged,strike%2:35:09::;,strike%2:35:09::;strike%2:35:09::;,1.0
791,v,strike#v#20,strike#v#10,not-merged,strike%2:35:09::;,strike%2:35:09::;strike%2:35:09::;,1.0
792,v,strike#v#20,strike#v#14,not-merged,strike%2:35:09::;,strike%2:35:09::;strike%2:35:09::;strike%2:35:09::;strike%2:35:09::;,1.0
793,v,strike#v#04,strike#v#13,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;,1.0
794,v,strike#v#04,strike#v#11,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;,1.0
795,v,strike#v#04,strike#v#21,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;,1.0
796,v,strike#v#04,strike#v#05,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;,1.0
797,v,strike#v#04,strike#v#07,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;hit%2:33:00::;,1.0
798,v,strike#v#04,strike#v#10,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;hit%2:33:00::;,1.0
799,v,strike#v#04,strike#v#14,not-merged,strike%2:33:00::;hit%2:33:00::;,hit%2:33:00::;hit%2:33:00::;hit%2:33:00::;hit%2:33:00::;,1.0
800,v,strike#v#13,strike#v#11,merged,strike%2:36:00::;,strike%2:36:00::;,1.0
801,v,strike#v#13,strike#v#21,not-merged,strike%2:36:00::;,strike%2:36:00::;,1.0
802,v,strike#v#13,strike#v#05,not-merged,strike%2:36:00::;,strike%2:36:00::;,1.0
803,v,strike#v#13,strike#v#07,not-merged,strike%2:36:00::;,strike%2:36:00::;strike%2:36:00::;,1.0
804,v,strike#v#13,strike#v#10,not-merged,strike%2:36:00::;,strike%2:36:00::;strike%2:36:00::;,1.0
805,v,strike#v#13,strike#v#14,not-merged,strike%2:36:00::;,strike%2:36:00::;strike%2:36:00::;strike%2:36:00::;strike%2:36:00::;,1.0
806,v,strike#v#11,strike#v#21,not-merged,strike%2:30:00::;,strike%2:30:00::;,1.0
807,v,strike#v#11,strike#v#05,not-merged,strike%2:30:00::;,strike%2:30:00::;,1.0
808,v,strike#v#11,strike#v#07,not-merged,strike%2:30:00::;,strike%2:30:00::;strike%2:30:00::;,1.0
809,v,strike#v#11,strike#v#10,not-merged,strike%2:30:00::;,strike%2:30:00::;strike%2:30:00::;,1.0
810,v,strike#v#11,strike#v#14,not-merged,strike%2:30:00::;,strike%2:30:00::;strike%2:30:00::;strike%2:30:00::;strike%2:30:00::;,1.0
811,v,strike#v#21,strike#v#05,not-merged,strike%2:31:00::;,strike%2:31:00::;,0.0
812,v,strike#v#21,strike#v#07,not-merged,strike%2:31:00::;,strike%2:31:00::;strike%2:31:00::;,0.0
813,v,strike#v#21,strike#v#10,not-merged,strike%2:31:00::;,strike%2:31:00::;strike%2:31:00::;,0.0
814,v,strike#v#21,strike#v#14,not-merged,strike%2:31:00::;,strike%2:31:00::;strike%2:31:00::;strike%2:31:00::;strike%2:31:00::;,0.0
815,v,strike#v#05,strike#v#07,not-merged,strike%2:32:00::;,strike%2:32:00::;strike%2:32:00::;,0.0
816,v,strike#v#05,strike#v#10,not-merged,strike%2:32:00::;,strike%2:32:00::;strike%2:32:00::;,0.0
817,v,strike#v#05,strike#v#14,not-merged,strike%2:32:00::;,strike%2:32:00::;strike%2:32:00::;strike%2:32:00::;strike%2:32:00::;,0.0
818,v,strike#v#07,strike#v#10,not-merged,strike%2:41:00::;walk_out%2:41:00::;,walk_out%2:41:00::;walk_out%2:41:00::;,0.0
819,v,strike#v#07,strike#v#14,not-merged,strike%2:41:00::;walk_out%2:41:00::;,walk_out%2:41:00::;walk_out%2:41:00::;walk_out%2:41:00::;walk_out%2:41:00::;,0.0
820,v,strike#v#10,strike#v#14,not-merged,strike%2:35:03::;hit%2:35:02::;,hit%2:35:02::;hit%2:35:02::;hit%2:35:02::;hit%2:35:02::;,1.0
821,s,material#s#04,material#s#01,merged,material%5:00:00:physical:00;,material%5:00:00:physical:00;,1.0
822,v,wash_out#v#02,wash_out#v#06,not-merged,wash_out%2:35:01::;,wash_out%2:35:01::;,0.0
823,v,wash_out#v#02,wash_out#v#05,not-merged,wash_out%2:35:01::;,wash_out%2:35:01::;,0.0
824,v,wash_out#v#02,wash_out#v#07,not-merged,wash_out%2:35:01::;,wash_out%2:35:01::;,0.0
825,v,wash_out#v#02,wash_out#v#03,not-merged,wash_out%2:35:01::;,wash_out%2:35:01::;,0.0
826,v,wash_out#v#06,wash_out#v#05,merged,wash_out%2:30:03::;,wash_out%2:30:03::;,0.0
827,v,wash_out#v#06,wash_out#v#07,merged,wash_out%2:30:03::;,wash_out%2:30:03::;,0.0
828,v,wash_out#v#06,wash_out#v#03,not-merged,wash_out%2:30:03::;,wash_out%2:30:03::;,0.0
829,v,wash_out#v#05,wash_out#v#07,merged,wash_out%2:30:00::;,wash_out%2:30:00::;,0.0
830,v,wash_out#v#05,wash_out#v#03,not-merged,wash_out%2:30:00::;,wash_out%2:30:00::;,0.0
831,v,wash_out#v#07,wash_out#v#03,not-merged,wash_out%2:30:02::;,wash_out%2:30:02::;,0.0
832,v,act#v#03,act#v#10,merged,act%2:36:00::;play%2:36:02::;represent%2:36:02::;,represent%2:36:02::;represent%2:36:02::;represent%2:36:02::;represent%2:36:02::;,1.0
833,v,act#v#03,act#v#05,not-merged,act%2:36:00::;play%2:36:02::;represent%2:36:02::;,represent%2:36:02::;represent%2:36:02::;represent%2:36:02::;,1.0
834,v,act#v#10,act#v#05,not-merged,act%2:36:03::;play%2:36:10::;roleplay%2:36:00::;playact%2:36:00::;,playact%2:36:00::;playact%2:36:00::;playact%2:36:00::;,0.0
835,v,dally#v#04,dally#v#01,merged,dally%2:31:01::;trifle%2:31:01::;play%2:31:01::;,play%2:31:01::;play%2:31:01::;play%2:31:01::;play%2:31:01::;,1.0
836,n,extent#n#02,extent#n#01,merged,extent%1:07:00::;,extent%1:07:00::;,0.0
837,v,drive#v#02,drive#v#01,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
838,v,drive#v#02,drive#v#03,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
839,v,drive#v#02,drive#v#12,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;motor%2:38:00::;,0.0
840,v,drive#v#02,drive#v#13,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
841,v,drive#v#02,drive#v#14,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
842,v,drive#v#02,drive#v#16,merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;motor%2:38:00::;,0.0
843,v,drive#v#02,drive#v#05,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
844,v,drive#v#02,drive#v#07,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
845,v,drive#v#02,drive#v#09,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
846,v,drive#v#02,drive#v#17,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
847,v,drive#v#02,drive#v#18,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
848,v,drive#v#02,drive#v#21,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
849,v,drive#v#02,drive#v#08,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
850,v,drive#v#02,drive#v#22,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
851,v,drive#v#02,drive#v#11,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;motor%2:38:00::;motor%2:38:00::;,0.0
852,v,drive#v#02,drive#v#19,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
853,v,drive#v#02,drive#v#20,not-merged,drive%2:38:00::;motor%2:38:00::;,motor%2:38:00::;,0.0
854,v,drive#v#01,drive#v#03,merged,drive%2:38:01::;,drive%2:38:01::;,1.0
855,v,drive#v#01,drive#v#12,merged,drive%2:38:01::;,drive%2:38:01::;drive%2:38:01::;,1.0
856,v,drive#v#01,drive#v#13,merged,drive%2:38:01::;,drive%2:38:01::;,1.0
857,v,drive#v#01,drive#v#14,merged,drive%2:38:01::;,drive%2:38:01::;,1.0
858,v,drive#v#01,drive#v#16,merged,drive%2:38:01::;,drive%2:38:01::;drive%2:38:01::;,1.0
859,v,drive#v#01,drive#v#05,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
860,v,drive#v#01,drive#v#07,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
861,v,drive#v#01,drive#v#09,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
862,v,drive#v#01,drive#v#17,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
863,v,drive#v#01,drive#v#18,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
864,v,drive#v#01,drive#v#21,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
865,v,drive#v#01,drive#v#08,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
866,v,drive#v#01,drive#v#22,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
867,v,drive#v#01,drive#v#11,not-merged,drive%2:38:01::;,drive%2:38:01::;drive%2:38:01::;drive%2:38:01::;,1.0
868,v,drive#v#01,drive#v#19,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
869,v,drive#v#01,drive#v#20,not-merged,drive%2:38:01::;,drive%2:38:01::;,1.0
870,v,drive#v#03,drive#v#12,merged,drive%2:38:02::;,drive%2:38:02::;drive%2:38:02::;,1.0
871,v,drive#v#03,drive#v#13,merged,drive%2:38:02::;,drive%2:38:02::;,1.0
872,v,drive#v#03,drive#v#14,merged,drive%2:38:02::;,drive%2:38:02::;,1.0
873,v,drive#v#03,drive#v#16,merged,drive%2:38:02::;,drive%2:38:02::;drive%2:38:02::;,1.0
874,v,drive#v#03,drive#v#05,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
875,v,drive#v#03,drive#v#07,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
876,v,drive#v#03,drive#v#09,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
877,v,drive#v#03,drive#v#17,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
878,v,drive#v#03,drive#v#18,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
879,v,drive#v#03,drive#v#21,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
880,v,drive#v#03,drive#v#08,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
881,v,drive#v#03,drive#v#22,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
882,v,drive#v#03,drive#v#11,not-merged,drive%2:38:02::;,drive%2:38:02::;drive%2:38:02::;drive%2:38:02::;,1.0
883,v,drive#v#03,drive#v#19,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
884,v,drive#v#03,drive#v#20,not-merged,drive%2:38:02::;,drive%2:38:02::;,1.0
888,v,drive#v#12,drive#v#05,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
889,v,drive#v#12,drive#v#07,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
890,v,drive#v#12,drive#v#09,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
893,v,drive#v#12,drive#v#21,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
894,v,drive#v#12,drive#v#08,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
898,v,drive#v#12,drive#v#20,not-merged,drive%2:42:00::;ride%2:42:03::;,ride%2:42:03::;,1.0
901,v,drive#v#13,drive#v#05,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
902,v,drive#v#13,drive#v#07,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
903,v,drive#v#13,drive#v#09,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
906,v,drive#v#13,drive#v#21,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
907,v,drive#v#13,drive#v#08,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
911,v,drive#v#13,drive#v#20,not-merged,drive%2:41:13::;,drive%2:41:13::;,0.0
913,v,drive#v#14,drive#v#05,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
914,v,drive#v#14,drive#v#07,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
915,v,drive#v#14,drive#v#09,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
918,v,drive#v#14,drive#v#21,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
919,v,drive#v#14,drive#v#08,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
923,v,drive#v#14,drive#v#20,not-merged,drive%2:38:09::;,drive%2:38:09::;,1.0
924,v,drive#v#16,drive#v#05,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
925,v,drive#v#16,drive#v#07,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
926,v,drive#v#16,drive#v#09,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
929,v,drive#v#16,drive#v#21,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
930,v,drive#v#16,drive#v#08,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
934,v,drive#v#16,drive#v#20,not-merged,drive%2:38:11::;take%2:38:11::;,take%2:38:11::;,1.0
935,v,drive#v#05,drive#v#07,merged,drive%2:41:02::;,drive%2:41:02::;,1.0
936,v,drive#v#05,drive#v#09,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
937,v,drive#v#05,drive#v#17,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
938,v,drive#v#05,drive#v#18,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
939,v,drive#v#05,drive#v#21,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
940,v,drive#v#05,drive#v#08,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
941,v,drive#v#05,drive#v#22,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
942,v,drive#v#05,drive#v#11,not-merged,drive%2:41:02::;,drive%2:41:02::;drive%2:41:02::;drive%2:41:02::;,1.0
943,v,drive#v#05,drive#v#19,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
944,v,drive#v#05,drive#v#20,not-merged,drive%2:41:02::;,drive%2:41:02::;,1.0
945,v,drive#v#07,drive#v#09,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
946,v,drive#v#07,drive#v#17,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
947,v,drive#v#07,drive#v#18,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
948,v,drive#v#07,drive#v#21,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
949,v,drive#v#07,drive#v#08,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
950,v,drive#v#07,drive#v#22,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
951,v,drive#v#07,drive#v#11,not-merged,drive%2:36:00::;,drive%2:36:00::;drive%2:36:00::;drive%2:36:00::;,1.0
952,v,drive#v#07,drive#v#19,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
953,v,drive#v#07,drive#v#20,not-merged,drive%2:36:00::;,drive%2:36:00::;,1.0
954,v,drive#v#09,drive#v#17,merged,drive%2:35:01::;,drive%2:35:01::;,1.0
955,v,drive#v#09,drive#v#18,merged,drive%2:35:01::;,drive%2:35:01::;,1.0
956,v,drive#v#09,drive#v#21,not-merged,drive%2:35:01::;,drive%2:35:01::;,1.0
957,v,drive#v#09,drive#v#08,not-merged,drive%2:35:01::;,drive%2:35:01::;,1.0
958,v,drive#v#09,drive#v#22,not-merged,drive%2:35:01::;,drive%2:35:01::;,1.0
959,v,drive#v#09,drive#v#11,not-merged,drive%2:35:01::;,drive%2:35:01::;drive%2:35:01::;drive%2:35:01::;,1.0
960,v,drive#v#09,drive#v#19,not-merged,drive%2:35:01::;,drive%2:35:01::;,1.0
961,v,drive#v#09,drive#v#20,not-merged,drive%2:35:01::;,drive%2:35:01::;,1.0
963,v,drive#v#17,drive#v#21,not-merged,drive%2:35:03::;,drive%2:35:03::;,1.0
964,v,drive#v#17,drive#v#08,not-merged,drive%2:35:03::;,drive%2:35:03::;,1.0
965,v,drive#v#17,drive#v#22,not-merged,drive%2:35:03::;,drive%2:35:03::;,1.0
966,v,drive#v#17,drive#v#11,not-merged,drive%2:35:03::;,drive%2:35:03::;drive%2:35:03::;drive%2:35:03::;,1.0
968,v,drive#v#17,drive#v#20,not-merged,drive%2:35:03::;,drive%2:35:03::;,1.0
969,v,drive#v#18,drive#v#21,not-merged,drive%2:35:02::;,drive%2:35:02::;,1.0
970,v,drive#v#18,drive#v#08,not-merged,drive%2:35:02::;,drive%2:35:02::;,1.0
971,v,drive#v#18,drive#v#22,not-merged,drive%2:35:02::;,drive%2:35:02::;,1.0
972,v,drive#v#18,drive#v#11,not-merged,drive%2:35:02::;,drive%2:35:02::;drive%2:35:02::;drive%2:35:02::;,1.0
974,v,drive#v#18,drive#v#20,not-merged,drive%2:35:02::;,drive%2:35:02::;,1.0
975,v,drive#v#21,drive#v#08,merged,drive%2:33:01::;,drive%2:33:01::;,0.0
979,v,drive#v#21,drive#v#20,not-merged,drive%2:33:01::;,drive%2:33:01::;,0.0
980,v,drive#v#08,drive#v#22,merged,drive%2:35:07::;,drive%2:35:07::;,1.0
981,v,drive#v#08,drive#v#11,not-merged,drive%2:35:07::;,drive%2:35:07::;drive%2:35:07::;drive%2:35:07::;,1.0
982,v,drive#v#08,drive#v#19,not-merged,drive%2:35:07::;,drive%2:35:07::;,1.0
983,v,drive#v#08,drive#v#20,not-merged,drive%2:35:07::;,drive%2:35:07::;,1.0
986,v,drive#v#22,drive#v#20,not-merged,drive%2:33:00::;,drive%2:33:00::;,0.0
988,v,drive#v#11,drive#v#20,not-merged,drive%2:32:00::;get%2:32:08::;aim%2:32:09::;,aim%2:32:09::;,1.0
989,v,drive#v#19,drive#v#20,not-merged,drive%2:35:06::;,drive%2:35:06::;,1.0
990,n,shock#n#04,shock#n#06,merged,shock%1:26:00::;,shock%1:26:00::;shock%1:26:00::;,0.0
991,n,shock#n#04,shock#n#02,not-merged,shock%1:26:00::;,shock%1:26:00::;shock%1:26:00::;,0.0
992,n,shock#n#04,shock#n#05,not-merged,shock%1:26:00::;,shock%1:26:00::;shock%1:26:00::;,0.0
993,n,shock#n#04,shock#n#07,not-merged,shock%1:26:00::;,shock%1:26:00::;,0.0
994,n,shock#n#04,shock#n#08,not-merged,shock%1:26:00::;,shock%1:26:00::;,0.0
995,n,shock#n#06,shock#n#02,not-merged,shock%1:11:01::;blow%1:11:01::;,blow%1:11:01::;blow%1:11:01::;,1.0
996,n,shock#n#06,shock#n#05,not-merged,shock%1:11:01::;blow%1:11:01::;,blow%1:11:01::;blow%1:11:01::;,1.0
997,n,shock#n#06,shock#n#07,not-merged,shock%1:11:01::;blow%1:11:01::;,blow%1:11:01::;,1.0
998,n,shock#n#06,shock#n#08,not-merged,shock%1:11:01::;blow%1:11:01::;,blow%1:11:01::;,1.0
999,n,shock#n#02,shock#n#05,not-merged,shock%1:04:01::;impact%1:04:01::;,impact%1:04:01::;impact%1:04:01::;,0.0
1000,n,shock#n#02,shock#n#07,not-merged,shock%1:04:01::;impact%1:04:01::;,impact%1:04:01::;,0.0
1001,n,shock#n#02,shock#n#08,not-merged,shock%1:04:01::;impact%1:04:01::;,impact%1:04:01::;,0.0
1002,n,shock#n#05,shock#n#07,not-merged,shock%1:11:00::;seismic_disturbance%1:11:00::;,seismic_disturbance%1:11:00::;,0.0
1003,n,shock#n#05,shock#n#08,not-merged,shock%1:11:00::;seismic_disturbance%1:11:00::;,seismic_disturbance%1:11:00::;,0.0
1004,n,shock#n#07,shock#n#08,not-merged,shock%1:14:00::;,shock%1:14:00::;,0.0
1005,n,fish#n#01,fish#n#02,not-merged,fish%1:05:00::;,fish%1:05:00::;,1.0
1006,n,spade#n#01,spade#n#02,not-merged,spade%1:06:01::;,spade%1:06:01::;,0.0
1007,n,restraint#n#01,restraint#n#04,merged,restraint%1:04:00::;,restraint%1:04:00::;,1.0
1008,n,restraint#n#01,restraint#n#02,not-merged,restraint%1:04:00::;,restraint%1:04:00::;restraint%1:04:00::;,1.0
1009,n,restraint#n#01,restraint#n#06,not-merged,restraint%1:04:00::;,restraint%1:04:00::;restraint%1:04:00::;,1.0
1010,n,restraint#n#04,restraint#n#02,not-merged,restraint%1:09:00::;,restraint%1:09:00::;restraint%1:09:00::;,1.0
1011,n,restraint#n#04,restraint#n#06,not-merged,restraint%1:09:00::;,restraint%1:09:00::;restraint%1:09:00::;,1.0
1012,n,restraint#n#02,restraint#n#06,not-merged,restraint%1:07:00::;control%1:07:01::;,control%1:07:01::;control%1:07:01::;,1.0
1013,v,prolong#v#01,prolong#v#02,not-merged,prolong%2:30:00::;protract%2:30:00::;extend%2:30:02::;draw_out%2:30:00::;,draw_out%2:30:00::;draw_out%2:30:00::;draw_out%2:30:00::;,0.0
1014,n,appeal#n#03,appeal#n#02,not-merged,appeal%1:04:00::;,appeal%1:04:00::;appeal%1:04:00::;appeal%1:04:00::;,0.0
1015,n,child#n#03,child#n#01,merged,child%1:18:06::;baby%1:18:03::;,baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;baby%1:18:03::;,1.0
1016,n,child#n#03,child#n#04,not-merged,child%1:18:06::;baby%1:18:03::;,baby%1:18:03::;,1.0
1017,n,child#n#03,child#n#02,not-merged,child%1:18:06::;baby%1:18:03::;,baby%1:18:03::;baby%1:18:03::;,1.0
1018,n,child#n#01,child#n#04,not-merged,child%1:18:00::;kid%1:18:00::;youngster%1:18:00::;minor%1:18:00::;shaver%1:18:00::;nipper%1:18:00::;small_fry%1:18:01::;tiddler%1:18:00::;tike%1:18:01::;tyke%1:18:01::;fry%1:18:00::;nestling%1:18:00::;,nestling%1:18:00::;,1.0
